"year","country","population","gdp","per_capita_gdp"
1907,"W.Bank.and.Gaza",662.186046511628,797.837209302326,1180.31387906977
1907,"X24.Sm.E.Asia",2190.39534883721,1589.3488372093,721.627095348837
1907,"Yemen",3222.04651162791,2271.46312125,674.2205825
1907,"Zaire",8517.2698125,4132.8678,403.034325
1907,"Zambia",1602.54783375,902.04068625,467.52626125
1907,"Zimbabwe",1790.9560775,1069.20990625,495.87128125
1907,"canada",6596,25558.512,3874.85021224985
1907,"usa",87339,442362.465,5064.89042695703
1908,"Afghanistan",5552.90697674419,2800.5597425,480.9556225
1908,"Algeria",5296.88372093023,5965.3488372093,1111.2316372093
1908,"Angola",2620.325925,2362.249055,751.2138775
1908,"Argentina",6341,23190.122,3657.171
1908,"Australia",4197,19697,4693.114
1908,"Austria",6485,21528.018,3319.66353122591
1908,"Bahrain",71.945757,128.7966995,1569.816575
1908,"Bangladesh",28596.5955,13669.121025641,402.4725425
1908,"Belgium",7411,29144.647,3932.62002428822
1908,"Benin",1064.43044,988.6115475,773.92987
1908,"Bolivia",1808,2582.071572,1075.46022133333
1908,"Botswana",273.9017325,81.81519375,248.90433
1908,"Brazil",21303,15639,734.122
1908,"Burkina.Faso",2784.856025,1132.128185,338.755285
1908,"Burma",11603,6770.2,582.44688
1908,"Burundi",1503.4369375,464.07448,257.214675
1908,"Cambodia",2985.11627906977,1148.4693175,359.5303675
1908,"Cameroon",3110.31375,1788.6412475,479.194955
1908,"Cape.Verde",93.166404,35.90540045,321.139465
1908,"Central.Africa.Republic",801.7085075,530.1806875,551.062295
1908,"Chad",1659.504655,676.33081,339.6049
1908,"Chile",3243.777,8896.139,2742.525
1908,"China",418297,232478.307692308,549.638353846154
1908,"Colombia",4697,5148,1096.0187
1908,"Comoro.Islands",94.21895875,45.247137,400.17138
1908,"Congo",525.8372175,540.021875,855.762515
1908,"Costa.Rica",350,540.461068,1343.20606
1908,"Cote.d.Ivoire",1820.2000525,1623.85445,743.3976225
1908,"Cuba",2092,4177.7925,1224.09742033898
1908,"Denmark",2809,9977.85,3552.10039159843
1908,"Djibouti",38.20507725,49.1042795,1071.00489
1908,"Dominican.Rep.",649,1216.351795,612.562475
1908,"Ecuador",1571,1880.50705652174,910.089888405797
1908,"Egypt",11551.5581395349,10208.488372093,872.268718604651
1908,"El.Salvador",907,866.729576,791.431944
1908,"Equatorial.Guinea",134.403787,62.178804,385.499755
1908,"Eritrea.and.Ethiopia",13730.990575,4590.68645,278.5922675
1908,"Finland",2861,5232.591,1828.93778399161
1908,"France",41046,124982.985,3044.94920333285
1908,"Gabon",264.5814375,704.889795,2220.01085
1908,"Gambia",172.6909555,89.89742625,433.7813775
1908,"Germany",61187,199121.548,3254.31134064425
1908,"Ghana",1989.04651162791,1490.11627906977,740.967018604651
1908,"Guatemala",1412,1624.8448,1082.891492
1908,"Guinea",1645.339105,427.746135,216.6326325
1908,"Guinea.Bissau",364.8102925,90.411249,206.513605
1908,"Haiti",1756,1636.90667733333,649.366046666667
1908,"Honduras",593,721.376648,1040.940772
1908,"Hong.Kong",417.384615384615,560.325581395349,1209.9196372093
1908,"India",298700,184844,618.8283
1908,"Indonesia",49013.89,35800,730.4051
1908,"Iran",10694.1162790698,10419.1162790698,967.320255813954
1908,"Iraq",2492.88372093023,2441.25581395349,967.324104651163
1908,"Israel",805.74424,1931.038355,2101.5663
1908,"Italy",35899,82149.292069464,2288.34485833767
1908,"Jamaica",790,480.860465116279,599.629625581395
1908,"Japan",48260,63627.86,1318.439
1908,"Jordan",338.46511627907,329.744186046512,967.214546511628
1908,"Kenya",3895.334675,2172.1390575,464.66081
1908,"Kuwait",90.69901575,2228.0856825,21541.635225
1908,"Laos",1313.51162790698,616.06984,457.2242925
1908,"Lebanon",628.883720930233,820.883720930233,1291.02109767442
1908,"Lesotho",462.1200725,140.7534015,253.80328
1908,"Liberia",524.2952725,473.97698,753.31146
1908,"Libya",611.745195,449.432765,612.1916025
1908,"Madagascar",2940.305225,2396.65682,679.2140625
1908,"Malawi",1792.3983425,497.83128,231.4413475
1908,"Malaysia",2745,2240.92682926829,790.688736585366
1908,"Mali",2346.71055,918.9360425,326.3014
1908,"Mauritania",639.92998,254.449452,331.331155
1908,"Mauritius",306.265555,653.557125,1778.19185
1908,"Mexico",14836,24469,1649.299
1908,"Mongolia",718.372093023256,180.66407925,324.8028725
1908,"Morocco",4955.76744186047,3455.11627906977,693.116160465116
1908,"Mozambique",3977.591475,3864.01962,809.4916725
1908,"Namibia",295.10299,546.2559125,1542.4667
1908,"Nepal",5502.07692307692,2902.48837209302,522.419730232558
1908,"Netherlands",5786,20694,3576.56412029036
1908,"New.Zealand",996,4815.573,4834.913
1908,"Nicaragua",537,637.917704,1050.493004
1908,"Niger",2081.61095,1100.866365,440.68498
1908,"Nigeria",20234.60255,13053.70935,537.566855
1908,"North.Korea",4852.11627906977,4078.86046511628,838.467141860465
1908,"Norway",2346,4898.5408709941,2088.03958695401
1908,"Oman",435.046511627907,162.244101,464.7971775
1908,"Pakistan",24713.8005,12872.9348717949,479.6604275
1908,"Panama",312,892.366119466667,1289.23570666667
1908,"Paraguay",529,1189.77630289855,1207.9761173913
1908,"Peru",4034,3923,972.4839
1908,"Philippines",8530,6610,774.9121
1908,"Portugal",5784,7052,1219.22544951591
1908,"Puerto.Rico",1090,2393.9373975,1278.9647075
1908,"Qatar",15.72544815,406.492795,22667.267975
1908,"Rwanda",1552.3820325,727.6730525,390.59879
1908,"Sao.Tome.and.Principe",38.010351,26.7259762,585.9019625
1908,"Saudi.Arabia",2636.6976744186,4588.71472,1664.039
1908,"Senegal",1688.6936675,1822.0893975,899.1083925
1908,"Seychelles",20.93846525,34.31780595,1365.739605
1908,"Sierra.Leone",1328.1381525,747.0555275,468.7085275
1908,"Singapore",281.461538461538,371.639534883721,1209.27792790698
1908,"Somalia",1551.42561,1405.0227275,754.6501025
1908,"South.Africa",5733.6976744186,8964.90697674419,1515.45846511628
1908,"South.Korea",10056,8180.26829268293,799.628378048781
1908,"Spain",19585,38331,1957.16109267296
1908,"Sri.Lanka",4520,5520,1221.2389
1908,"Sudan",5123.506875,3604.5602775,586.2437
1908,"Swaziland",176.5187215,109.09574675,515.0036575
1908,"Sweden",5404,14169,2621.9467061436
1908,"Switzerland",3647,14873,4078.14642171648
1908,"Syria",1946.09302325581,2534.20930232558,1291.1918627907
1908,"T.and.Tobago",317,1169.0268675,2191.86955
1908,"Taiwan",3191,2153,674.7101
1908,"Tanzania",5049.543425,1833.80336,302.61741
1908,"Thailand",8098,6852.91304347826,828.288947826087
1908,"Three.Small.Afr.",22.8469405,14.7265584,537.113985
1908,"Togo",745.75954,366.88867675,409.947985
1908,"Tunisia",1789.3023255814,1545.53488372093,853.790653488372
1908,"Turkey",14627.0930232558,17210.5813953488,1167.8815
1908,"UAE",44.80634625,602.1290925,11784.18185
1908,"UK",44124,196316.132,4449.19164173692
1908,"Uganda",3513.878175,2068.6135,490.552925
1908,"Uruguay",1043,3101,2973.154
1908,"Venezuela",2761,2322.209,841.0753
1908,"Vietnam",18314.4651162791,13045.6046511628,701.35058372093
1908,"W.Bank.and.Gaza",668.488372093023,810.697674418605,1191.92823255814
1908,"X24.Sm.E.Asia",2198.16279069767,1604.79069767442,726.672562790698
1908,"Yemen",3232.37209302326,2319.8716975,679.732455
1908,"Zaire",8634.746375,4216.5382,406.91125
1908,"Zambia",1624.6513725,920.3026075,472.0235575
1908,"Zimbabwe",1815.658285,1090.8561875,500.6412375
1908,"canada",6813,24336.452,3572.06105973873
1908,"usa",89055,406145.655,4560.61596766043
1909,"Afghanistan",5588.32558139535,2858.99879625,484.85563625
1909,"Algeria",5336.90697674419,6051.27906976744,1121.65766976744
1909,"Angola",2655.9757125,2409.1240775,758.37121375
1909,"Argentina",6584,24352.534,3698.745
1909,"Australia",4278,21307,4980.598
1909,"Austria",6550,21457.665,3275.97938931298
1909,"Bahrain",72.9670485,131.48428975,1582.5460375
1909,"Bangladesh",29002.53275,13957.318,405.73614625
1909,"Belgium",7478,29694.546,3970.92083444771
1909,"Benin",1078.91212,1008.22894875,781.303635
1909,"Bolivia",1822,2642.448016,1092.064664
1909,"Botswana",277.62819125,83.438684375,251.275815
1909,"Brazil",21754,16886,776.2251
1909,"Burkina.Faso",2822.7442625,1154.5934425,341.9828425
1909,"Burma",11771,6962.8,590.47152
1909,"Burundi",1523.89134375,473.28329,259.6653375
1909,"Cambodia",3002.09302325581,1172.43433375,362.44575875
1909,"Cameroon",3152.629875,1824.13394875,483.7605775
1909,"Cape.Verde",94.433942,36.617885225,324.1991825
1909,"Central.Africa.Republic",812.61582875,540.70126875,556.3126475
1909,"Chad",1682.0823775,689.751505,342.84055
1909,"Chile",3280.289,8941.066,2725.695
1909,"China",420642,234268.846153846,550.170023076923
1909,"Colombia",4793,5421,1131.0244
1909,"Comoro.Islands",95.500816875,46.1449935,403.98409
1909,"Congo",532.99128375,550.7377375,863.9159575
1909,"Costa.Rica",360,552.255979,1366.58968
1909,"Cote.d.Ivoire",1844.96405125,1656.077225,750.48048625
1909,"Cuba",2154,4270.85,1243.84020508475
1909,"Denmark",2845,10362.96,3642.51669595782
1909,"Djibouti",38.724861125,50.07867475,1081.209095
1909,"Dominican.Rep.",668,1244.9148475,622.4249875
1909,"Ecuador",1594,1921.03908695652,922.686356521739
1909,"Egypt",11670.0465116279,10356.7906976744,878.150934883721
1909,"El.Salvador",926,885.418778,803.185832
1909,"Equatorial.Guinea",136.2323635,63.412642,389.1726775
1909,"Eritrea.and.Ethiopia",13917.8020375,4681.781225,281.24660875
1909,"Finland",2899,5462.595,1884.30320800276
1909,"France",41109,130184.589,3166.81478508356
1909,"Gabon",268.18109375,718.8771975,2241.162425
1909,"Gambia",175.04043275,91.681295625,437.91431375
1909,"Germany",62038,203156.192,3274.70569650859
1909,"Ghana",1999.83720930233,1511.09302325581,748.916534883721
1909,"Guatemala",1426,1658.7744,1098.682676
1909,"Guinea",1667.7241025,436.2340675,218.69664125
1909,"Guinea.Bissau",369.77357125,92.2053145,208.4812025
1909,"Haiti",1782,1675.341632,660.05184
1909,"Honduras",606,737.678594,1060.329966
1909,"Hong.Kong",431.307692307692,572.860465116279,1223.78786976744
1909,"India",300500,210241,699.6373
1909,"Indonesia",49518.33,37659,760.5062
1909,"Iran",10754.0930232558,10534.0930232558,973.856204651163
1909,"Iraq",2516.90697674419,2475.60465116279,973.85928372093
1909,"Israel",817.18202,1971.3331775,2118.60765
1909,"Italy",36213,88493.7151929547,2443.70019586764
1909,"Jamaica",799,486.488372093023,601.328560465116
1909,"Japan",48869,63556.21,1300.5425
1909,"Jordan",340.372093023256,333.395348837209,973.771637209302
1909,"Kenya",3948.3310875,2215.24165375,469.087955
1909,"Kuwait",91.986515375,2274.57896625,21716.3138625
1909,"Laos",1328.20930232558,628.92532,460.93187125
1909,"Lebanon",632.906976744186,831.906976744186,1302.77065813953
1909,"Lesotho",468.40726125,143.54642575,256.22144
1909,"Liberia",531.42836125,483.38229,760.48878
1909,"Libya",620.0680475,458.3510325,618.02437625
1909,"Madagascar",2980.3083625,2444.21461,685.68540625
1909,"Malawi",1816.78409625,507.70994,233.64644875
1909,"Malaysia",2821,2285.9512195122,794.062124390244
1909,"Mali",2378.637775,937.17084625,329.4103
1909,"Mauritania",648.63629,259.498591,334.4879775
1909,"Mauritius",310.4323275,666.5259125,1795.133925
1909,"Mexico",14997,25195,1680.0027
1909,"Mongolia",719.697674418605,184.433982125,327.43666125
1909,"Morocco",4986.81395348837,3490.09302325581,696.539488372093
1909,"Mozambique",4031.7069875,3940.69486,817.20426125
1909,"Namibia",299.117895,557.09548125,1557.16285
1909,"Nepal",5529.46153846154,2929.79069767442,525.720844186047
1909,"Netherlands",5862,21457,3660.35482770386
1909,"New.Zealand",1024,4884.945,4770.454
1909,"Nicaragua",545,652.174562,1068.290462
1909,"Niger",2109.931475,1122.7112825,444.88369
1909,"Nigeria",20509.896275,13312.739175,542.6886275
1909,"North.Korea",4861.09302325581,4114.48837209302,844.635253488372
1909,"Norway",2367,5005.5237677797,2114.71219593566
1909,"Oman",436.837209302326,165.6296355,468.56616375
1909,"Pakistan",25064.62025,13138.0365,483.54993875
1909,"Panama",319,913.4102784,1311.48652
1909,"Paraguay",542,1217.75126086957,1230.10936521739
1909,"Peru",4085,3989,976.4994
1909,"Philippines",8694,6734,774.5572
1909,"Portugal",5834,7048,1208.09050394241
1909,"Puerto.Rico",1108,2450.15317375,1299.55657875
1909,"Qatar",15.948675575,414.9750475,22851.0742375
1909,"Rwanda",1573.50234125,742.11255125,394.320295
1909,"Sao.Tome.and.Principe",38.5274855,27.2563101,591.48425625
1909,"Saudi.Arabia",2644.55813953488,4684.46706,1677.5325
1909,"Senegal",1711.66850875,1858.24582375,907.67482125
1909,"Seychelles",21.223335125,34.998787475,1378.7519525
1909,"Sierra.Leone",1346.20760125,761.87963875,473.17423875
1909,"Singapore",289.769230769231,379.911627906977,1223.14990232558
1909,"Somalia",1572.532905,1432.90313875,761.84017625
1909,"South.Africa",5817.55813953488,9143.32558139535,1532.76337209302
1909,"South.Korea",10076,8240.51219512195,804.775985365854
1909,"Spain",19721,38998,1977.48592870544
1909,"Sri.Lanka",4585,5286,1152.8899
1909,"Sudan",5193.2126875,3676.08696375,591.82925
1909,"Swaziland",178.92027575,111.260575875,519.91045375
1909,"Sweden",5453,14271,2617.09150926096
1909,"Switzerland",3691,15648,4239.50149011108
1909,"Syria",1955.67441860465,2565.76744186046,1302.96353023256
1909,"T.and.Tobago",324,1196.47860875,2227.159575
1909,"Taiwan",3227,2430,753.0214
1909,"Tanzania",5118.2429625,1870.19223,305.500655
1909,"Thailand",8201,6943.13043478261,830.75177826087
1909,"Three.Small.Afr.",23.15777525,15.0187832,542.2314425
1909,"Togo",755.90567,374.168990875,413.8538425
1909,"Tunisia",1805.44186046512,1566.62790697674,859.610062790698
1909,"Turkey",14701.6744186047,17407.4651162791,1176.9052
1909,"UAE",45.442385625,614.69367125,11879.738425
1909,"UK",44520,200808.492,4510.52318059299
1909,"Uganda",3561.6848375,2109.6618,495.2267625
1909,"Uruguay",1062,3140,2956.685
1909,"Venezuela",2780,2404.692,864.997
1909,"Vietnam",18519.3720930233,13248.8837209302,706.506806976744
1909,"W.Bank.and.Gaza",674.790697674419,823.558139534884,1203.54258604651
1909,"X24.Sm.E.Asia",2205.93023255814,1620.23255813953,731.718030232558
1909,"Yemen",3242.6976744186,2368.28027375,685.2443275
1909,"Zaire",8752.2229375,4300.2086,410.788175
1909,"Zambia",1646.75491125,938.56452875,476.52085375
1909,"Zimbabwe",1840.3604925,1112.50246875,505.41119375
1909,"canada",6993,26920.236,3849.5975975976
1909,"usa",90845,455814.423,5017.49598767131
1910,"Afghanistan",5623.74418604651,2917.43785,488.75565
1910,"Algeria",5376.93023255814,6137.20930232558,1132.08370232558
1910,"Angola",2691.6255,2455.9991,765.52855
1910,"Argentina",6836,26125.213,3821.71
1910,"Australia",4375,22793,5209.829
1910,"Austria",6614,21762.528,3290.37314786816
1910,"Bahrain",73.98834,134.17188,1595.2755
1910,"Bangladesh",29408.47,14245.514974359,408.99975
1910,"Belgium",7498,30470.874,4063.86689783942
1910,"Benin",1093.3938,1027.84635,788.6774
1910,"Bolivia",1837,2702.82446,1108.66910666667
1910,"Botswana",281.35465,85.062175,253.6473
1910,"Brazil",22216,17078,768.7252
1910,"Burkina.Faso",2860.6325,1177.0587,345.2104
1910,"Burma",11942,7155.4,598.49616
1910,"Burundi",1544.34575,482.4921,262.116
1910,"Cambodia",3019.06976744186,1196.39935,365.36115
1910,"Cameroon",3194.946,1859.62665,488.3262
1910,"Cape.Verde",95.70148,37.33037,327.2589
1910,"Central.Africa.Republic",823.52315,551.22185,561.563
1910,"Chad",1704.6601,703.1722,346.0762
1910,"Chile",3317.166,9951.855,3000.108
1910,"China",423000,236059.384615385,550.701692307692
1910,"Colombia",4890,5682,1161.9632
1910,"Comoro.Islands",96.782675,47.04285,407.7968
1910,"Congo",540.14535,561.4536,872.0694
1910,"Costa.Rica",363,564.05089,1389.9733
1910,"Cote.d.Ivoire",1869.72805,1688.3,757.56335
1910,"Cuba",2219,4363.9075,1263.58298983051
1910,"Denmark",2882,10678.05,3705.08327550312
1910,"Djibouti",39.244645,51.05307,1091.4133
1910,"Dominican.Rep.",688,1273.4779,632.2875
1910,"Ecuador",1617,1961.5711173913,935.282824637681
1910,"Egypt",11788.5348837209,10505.0930232558,884.033151162791
1910,"El.Salvador",946,904.10798,814.93972
1910,"Equatorial.Guinea",138.06094,64.64648,392.8456
1910,"Eritrea.and.Ethiopia",14104.6135,4772.876,283.90095
1910,"Finland",2929,5583.986,1906.44793444862
1910,"France",41224,122237.694,2965.20701533088
1910,"Gabon",271.78075,732.8646,2262.314
1910,"Gambia",177.38991,93.465165,442.04725
1910,"Germany",62884,210513.484,3347.64779594173
1910,"Ghana",2010.62790697674,1532.06976744186,756.866051162791
1910,"Guatemala",1441,1692.704,1114.47386
1910,"Guinea",1690.1091,444.722,220.76065
1910,"Guinea.Bissau",374.73685,93.99938,210.4488
1910,"Haiti",1809,1713.77658666667,670.737633333333
1910,"Honduras",619,753.98054,1079.71916
1910,"Hong.Kong",445.230769230769,585.395348837209,1237.65610232558
1910,"India",302100,210439,696.5872
1910,"Indonesia",50034.05,40180,803.0531
1910,"Iran",10814.0697674419,10649.0697674419,980.392153488372
1910,"Iraq",2540.93023255814,2509.95348837209,980.394462790698
1910,"Israel",828.6198,2011.628,2135.649
1910,"Italy",36572,85285.0213775238,2331.97586616876
1910,"Jamaica",808,492.116279069767,603.027495348837
1910,"Japan",49518,64559.35,1303.7553
1910,"Jordan",342.279069767442,337.046511627907,980.328727906977
1910,"Kenya",4001.3275,2258.34425,473.5151
1910,"Kuwait",93.274015,2321.07225,21890.9925
1910,"Laos",1342.90697674419,641.7808,464.63945
1910,"Lebanon",636.93023255814,842.93023255814,1314.52021860465
1910,"Lesotho",474.69445,146.33945,258.6396
1910,"Liberia",538.56145,492.7876,767.6661
1910,"Libya",628.3909,467.2693,623.85715
1910,"Madagascar",3020.3115,2491.7724,692.15675
1910,"Malawi",1841.16985,517.5886,235.85155
1910,"Malaysia",2893,2330.9756097561,797.435512195122
1910,"Mali",2410.565,955.40565,332.5192
1910,"Mauritania",657.3426,264.54773,337.6448
1910,"Mauritius",314.5991,679.4947,1812.076
1910,"Mexico",15000,25403,1693.5333
1910,"Mongolia",721.023255813953,188.203885,330.07045
1910,"Morocco",5017.86046511628,3525.06976744186,699.96281627907
1910,"Mozambique",4085.8225,4017.3701,824.91685
1910,"Namibia",303.1328,567.93505,1571.859
1910,"Nepal",5556.84615384615,2957.09302325581,529.021958139535
1910,"Netherlands",5922,22438,3788.92266126309
1910,"New.Zealand",1045,5555.541,5316.307
1910,"Nicaragua",553,666.43142,1086.08792
1910,"Niger",2138.252,1144.5562,449.0824
1910,"Nigeria",20785.19,13571.769,547.8104
1910,"North.Korea",4870.06976744186,4150.11627906977,850.803365116279
1910,"Norway",2384,5211.3428752451,2185.96597115986
1910,"Oman",438.627906976744,169.01517,472.33515
1910,"Pakistan",25415.44,13403.1381282051,487.43945
1910,"Panama",326,934.454437333333,1333.73733333333
1910,"Paraguay",554,1245.72621884058,1252.24261304348
1910,"Peru",4137,4058,980.904
1910,"Philippines",8861,7747,874.2806
1910,"Portugal",5884,7225,1227.90618626784
1910,"Puerto.Rico",1126,2506.36895,1320.14845
1910,"Qatar",16.171903,423.4573,23034.8805
1910,"Rwanda",1594.62265,756.55205,398.0418
1910,"Sao.Tome.and.Principe",39.04462,27.786644,597.06655
1910,"Saudi.Arabia",2652.41860465116,4780.2194,1691.026
1910,"Senegal",1734.64335,1894.40225,916.24125
1910,"Seychelles",21.508205,35.679769,1391.7643
1910,"Sierra.Leone",1364.27705,776.70375,477.63995
1910,"Singapore",298.076923076923,388.183720930233,1237.02187674419
1910,"Somalia",1593.6402,1460.78355,769.03025
1910,"South.Africa",5901.41860465116,9321.74418604651,1550.06827906977
1910,"South.Korea",10096,8300.75609756098,809.923592682927
1910,"Spain",19858,37633,1895.10524725551
1910,"Sri.Lanka",4668,5639,1208.012
1910,"Sudan",5262.9185,3747.61365,597.4148
1910,"Swaziland",181.32183,113.425405,524.81725
1910,"Sweden",5499,15265,2775.95926532097
1910,"Switzerland",3735,16177,4331.19143239625
1910,"Syria",1965.25581395349,2597.32558139535,1314.73519767442
1910,"T.and.Tobago",331,1223.93035,2262.4496
1910,"Taiwan",3276,2509,765.873
1910,"Tanzania",5186.9425,1906.5811,308.3839
1910,"Thailand",8305,7033.34782608696,833.214608695652
1910,"Three.Small.Afr.",23.46861,15.311008,547.3489
1910,"Togo",766.0518,381.449305,417.7597
1910,"Tunisia",1821.58139534884,1587.72093023256,865.429472093023
1910,"Turkey",14776.2558139535,17604.3488372093,1185.9289
1910,"UAE",46.078425,627.25825,11975.295
1910,"UK",44916,207097.796,4610.78003384095
1910,"Uganda",3609.4915,2150.7101,499.9006
1910,"Uruguay",1081,3390,3135.985
1910,"Venezuela",2805,2484.002,885.5623
1910,"Vietnam",18724.2790697674,13452.1627906977,711.663030232558
1910,"W.Bank.and.Gaza",681.093023255814,836.418604651163,1215.15693953488
1910,"X24.Sm.E.Asia",2213.6976744186,1635.67441860465,736.763497674419
1910,"Yemen",3253.02325581395,2416.68885,690.7562
1910,"Zaire",8869.6995,4383.879,414.6651
1910,"Zambia",1668.85845,956.82645,481.01815
1910,"Zimbabwe",1865.0627,1134.14875,510.18115
1910,"canada",7188,29224.692,4065.7612687813
1910,"usa",92767,460470.87,4963.73570342902
1911,"Afghanistan",5659.16279069767,2975.87690375,492.65566375
1911,"Algeria",5416.95348837209,6223.13953488372,1142.50973488372
1911,"Angola",2727.2752875,2502.8741225,772.68588625
1911,"Argentina",7098,26590.178,3746.151
1911,"Australia",4500,22967,5103.778
1911,"Austria",6669,22442.607,3365.21322537112
1911,"Bahrain",75.0096315,136.85947025,1608.0049625
1911,"Bangladesh",29814.40725,14533.7119487179,412.26335375
1911,"Belgium",7517,31182.508,4148.26499933484
1911,"Benin",1107.87548,1047.46375125,796.051165
1911,"Bolivia",1851,2763.200904,1125.27354933333
1911,"Botswana",285.08110875,86.685665625,256.018785
1911,"Brazil",22687,18959,835.6768
1911,"Burkina.Faso",2898.5207375,1199.5239575,348.4379575
1911,"Burma",12115,7348,606.5208
1911,"Burundi",1564.80015625,491.70091,264.5666625
1911,"Cambodia",3036.04651162791,1220.36436625,368.27654125
1911,"Cameroon",3237.262125,1895.11935125,492.8918225
1911,"Cape.Verde",96.969018,38.042854775,330.3186175
1911,"Central.Africa.Republic",834.43047125,561.74243125,566.8133525
1911,"Chad",1727.2378225,716.592895,349.31185
1911,"Chile",3354.469,9682.79,2886.534
1911,"China",427662,237849.923076923,551.233361538462
1911,"Colombia",4990,5993,1201.002
1911,"Comoro.Islands",98.064533125,47.9407065,411.60951
1911,"Congo",547.29941625,572.1694625,880.2228425
1911,"Costa.Rica",366,575.845801,1413.35692
1911,"Cote.d.Ivoire",1894.49204875,1720.522775,764.64621375
1911,"Cuba",2287,4456.965,1283.32577457627
1911,"Denmark",2917,11249.88,3856.66095303394
1911,"Djibouti",39.764428875,52.02746525,1101.617505
1911,"Dominican.Rep.",708,1302.0409525,642.1500125
1911,"Ecuador",1641,2002.10314782609,947.879292753623
1911,"Egypt",11907.023255814,10653.3953488372,889.91536744186
1911,"El.Salvador",966,922.797182,826.693608
1911,"Equatorial.Guinea",139.8895165,65.880318,396.5185225
1911,"Eritrea.and.Ethiopia",14291.4249625,4863.970775,286.55529125
1911,"Finland",2962,5743.711,1939.1326806212
1911,"France",41307,134230.281,3249.57709347084
1911,"Gabon",275.38040625,746.8520025,2283.465575
1911,"Gambia",179.73938725,95.249034375,446.18018625
1911,"Germany",63852,217633.444,3408.4044979014
1911,"Ghana",2021.41860465116,1553.04651162791,764.81556744186
1911,"Guatemala",1456,1726.6336,1130.265044
1911,"Guinea",1712.4940975,453.2099325,222.82465875
1911,"Guinea.Bissau",379.70012875,95.7934455,212.4163975
1911,"Haiti",1836,1752.21154133333,681.423426666667
1911,"Honduras",632,770.282486,1099.108354
1911,"Hong.Kong",459.153846153846,597.93023255814,1251.52433488372
1911,"India",303100,209354,690.7093
1911,"Indonesia",50562.57,42442,839.3956
1911,"Iran",10874.0465116279,10764.0465116279,986.928102325581
1911,"Iraq",2564.95348837209,2544.3023255814,986.929641860465
1911,"Israel",840.05758,2051.9228225,2152.69035
1911,"Italy",36917,90838.5246722521,2460.61501942878
1911,"Jamaica",818,497.744186046512,604.726430232558
1911,"Japan",50215,68070.35,1355.578
1911,"Jordan",344.186046511628,340.697674418605,986.885818604651
1911,"Kenya",4054.3239125,2301.44684625,477.942245
1911,"Kuwait",94.561514625,2367.56553375,22065.6711375
1911,"Laos",1357.60465116279,654.63628,468.34702875
1911,"Lebanon",640.953488372093,853.953488372093,1326.26977906977
1911,"Lesotho",480.98163875,149.13247425,261.05776
1911,"Liberia",545.69453875,502.19291,774.84342
1911,"Libya",636.7137525,476.1875675,629.68992375
1911,"Madagascar",3060.3146375,2539.33019,698.62809375
1911,"Malawi",1865.55560375,527.46726,238.05665125
1911,"Malaysia",2967,2376,800.8089
1911,"Mali",2442.492225,973.64045375,335.6281
1911,"Mauritania",666.04891,269.596869,340.8016225
1911,"Mauritius",318.7658725,692.4634875,1829.018075
1911,"Mexico",14990,25584,1706.7378
1911,"Mongolia",722.348837209302,191.973787875,332.70423875
1911,"Morocco",5048.90697674419,3560.04651162791,703.386144186047
1911,"Mozambique",4139.9380125,4094.04534,832.62943875
1911,"Namibia",307.147705,578.77461875,1586.55515
1911,"Nepal",5584.23076923077,2984.39534883721,532.323072093023
1911,"Netherlands",5984,23263,3887.53342245989
1911,"New.Zealand",1067,5861.934,5493.846
1911,"Nicaragua",561,680.688278,1103.885378
1911,"Niger",2166.572525,1166.4011175,453.28111
1911,"Nigeria",21060.483725,13830.798825,552.9321725
1911,"North.Korea",4879.04651162791,4185.74418604651,856.971476744186
1911,"Norway",2401,5414.472039185,2255.09039532903
1911,"Oman",440.418604651163,172.4007045,476.10413625
1911,"Pakistan",25766.25975,13668.2397564103,491.32896125
1911,"Panama",333,955.498596266667,1355.98814666667
1911,"Paraguay",567,1273.70117681159,1274.37586086957
1911,"Peru",4189,4145,989.4963
1911,"Philippines",9032,8243,912.6439
1911,"Portugal",5935,7369,1241.61752316765
1911,"Puerto.Rico",1144,2562.58472625,1340.74032125
1911,"Qatar",16.395130425,431.9395525,23218.6867625
1911,"Rwanda",1615.74295875,770.99154875,401.763305
1911,"Sao.Tome.and.Principe",39.5617545,28.3169779,602.64884375
1911,"Saudi.Arabia",2660.27906976744,4875.97174,1704.5195
1911,"Senegal",1757.61819125,1930.55867625,924.80767875
1911,"Seychelles",21.793074875,36.360750525,1404.7766475
1911,"Sierra.Leone",1382.34649875,791.52786125,482.10566125
1911,"Singapore",306.384615384615,396.455813953488,1250.89385116279
1911,"Somalia",1614.747495,1488.66396125,776.22032375
1911,"South.Africa",5985.27906976744,9500.16279069768,1567.37318604651
1911,"South.Korea",10258,8361,815.0712
1911,"Spain",19994,40332,2017.20516154846
1911,"Sri.Lanka",4757,5519,1160.185
1911,"Sudan",5332.6243125,3819.14033625,603.00035
1911,"Swaziland",183.72338425,115.590234125,529.72404625
1911,"Sweden",5542,15595,2813.96607722844
1911,"Switzerland",3776,16530,4377.64830508475
1911,"Syria",1974.83720930233,2628.88372093023,1326.50686511628
1911,"T.and.Tobago",338,1251.38209125,2297.739625
1911,"Taiwan",3345,2395,715.994
1911,"Tanzania",5255.6420375,1942.96997,311.267145
