""	"year"	"country"	"population"	"gdp"	"per_capita_gdp"
"367"	"1896"	"Denmark"	"2428"	"6885.3"	"2835.790774299835"
"368"	"1896"	"Finland"	"2515"	"3948.4019999999996"	"1569.9411530815107"
"369"	"1896"	"France"	"40192"	"107933.28300000001"	"2685.4419536226114"
"370"	"1896"	"Germany"	"51111"	"140025.88"	"2739.642738353779"
"371"	"1896"	"Italy"	"32863"	"53456.16873343246"	"1626.6369087859434"
"372"	"1896"	"Netherlands"	"4866"	"15405"	"3165.844636251541"
"373"	"1896"	"Norway"	"2112"	"3776.1427210969"	"1787.9463641557293"
"374"	"1896"	"Portugal"	"5252"	"5908"	"1124.90479817212"
"375"	"1896"	"Spain"	"18238"	"28224"	"1547.5381072486"
"376"	"1896"	"Sweden"	"4941"	"10129"	"2049.9898805909734"
"377"	"1896"	"Switzerland"	"3151"	"11142"	"3536.020311012377"
"378"	"1896"	"UK"	"39599"	"168238.88200000004"	"4248.563903128867"
"379"	"1897"	"Austria"	"5798"	"15829.425"	"2730.1526388409798"
"380"	"1897"	"Belgium"	"6548"	"23483.922"	"3586.4266951740988"
"381"	"1897"	"Denmark"	"2462"	"7048.68"	"2862.9894394800976"
"382"	"1897"	"Finland"	"2549"	"4140.071999999999"	"1624.1945861122006"
"383"	"1897"	"France"	"40348"	"106488.39300000001"	"2639.248364231189"
"384"	"1897"	"Germany"	"51921"	"144060.524"	"2774.6099651393465"
"385"	"1897"	"Italy"	"33078"	"51091.0103606246"	"1544.561653081341"
"386"	"1897"	"Netherlands"	"4935"	"16959"	"3436.4741641337387"
"387"	"1897"	"Norway"	"2142"	"3976.4282304527"	"1856.4090711730626"
"388"	"1897"	"Portugal"	"5290"	"6251"	"1181.66351606805"
"389"	"1897"	"Spain"	"18320"	"29659"	"1618.94104803493"
"390"	"1897"	"Sweden"	"4986"	"10580"	"2121.9414360208584"
"391"	"1897"	"Switzerland"	"3188"	"11716"	"3675.0313676286073"
"392"	"1897"	"UK"	"39987"	"170485.06200000003"	"4263.512191462226"
"393"	"1898"	"Austria"	"5856"	"16720.563000000002"	"2855.287397540984"
"394"	"1898"	"Belgium"	"6604"	"23872.086"	"3614.7919442761963"
"395"	"1898"	"Denmark"	"2497"	"7165.38"	"2869.595514617541"
"396"	"1898"	"Finland"	"2589"	"4318.964"	"1668.1977597528003"
"397"	"1898"	"France"	"40473"	"111689.99699999999"	"2759.617448669483"
"398"	"1898"	"Germany"	"52753"	"150231.156"	"2847.8220385570485"
"399"	"1898"	"Italy"	"33285"	"55645.74320892115"	"1671.7964010491557"
"400"	"1898"	"Netherlands"	"5003"	"17310"	"3459.9240455726563"
"401"	"1898"	"Norway"	"2174"	"4009.3992525224003"	"1844.2498861648576"
"402"	"1898"	"Portugal"	"5327"	"6469"	"1214.3795757462"
"403"	"1898"	"Spain"	"18402"	"31945"	"1735.95261384632"
"404"	"1898"	"Sweden"	"5036"	"10958"	"2175.933280381255"
"405"	"1898"	"Switzerland"	"3226"	"11927"	"3697.1481711097335"
"406"	"1898"	"UK"	"40381"	"178795.92799999996"	"4427.72412768381"
"407"	"1899"	"Austria"	"5915"	"17072.328"	"2886.2769230769236"
"408"	"1899"	"Belgium"	"6662"	"24357.291"	"3656.152957069949"
"409"	"1899"	"Denmark"	"2530"	"7468.8"	"2952.094861660079"
"410"	"1899"	"Finland"	"2624"	"4216.74"	"1606.9893292682925"
"411"	"1899"	"France"	"40546"	"118047.513"	"2911.446579194002"
"412"	"1899"	"Germany"	"53592"	"155689.792"	"2905.093894611136"
"413"	"1899"	"Italy"	"33487"	"56944.049370895904"	"1700.4822579178758"
"414"	"1899"	"Netherlands"	"5070"	"17566"	"3464.694280078895"
"415"	"1899"	"Norway"	"2204"	"4132.9060881075"	"1875.1842505024956"
"416"	"1899"	"Portugal"	"5366"	"6701"	"1248.78866939993"
"417"	"1899"	"Spain"	"18484"	"32457"	"1755.95109283705"
"418"	"1899"	"Sweden"	"5080"	"11344"	"2233.070866141732"
"419"	"1899"	"Switzerland"	"3263"	"12513"	"3834.8145878026357"
"420"	"1899"	"UK"	"40773"	"186208.32200000004"	"4566.951708238296"
"421"	"1900"	"Austria"	"5973"	"17213.034"	"2881.807132094425"
"422"	"1900"	"Belgium"	"6719"	"25068.925"	"3731.0500074415836"
"423"	"1900"	"Denmark"	"2561"	"7725.54"	"3016.6106989457244"
"424"	"1900"	"Finland"	"2646"	"4414.799"	"1668.4803476946336"
"425"	"1900"	"France"	"40598"	"116747.112"	"2875.6862899650228"
"426"	"1900"	"Germany"	"54388"	"162335.08800000002"	"2984.7592851364275"
"427"	"1900"	"Italy"	"33672"	"60113.61584201871"	"1785.2701307323211"
"428"	"1900"	"Netherlands"	"5142"	"17604"	"3423.5705950991833"
"429"	"1900"	"Norway"	"2230"	"4185.0141369729"	"1876.6879537995067"
"430"	"1900"	"Portugal"	"5404"	"7037"	"1302.18356772761"
"431"	"1900"	"Spain"	"18566"	"33164"	"1786.27598836583"
"432"	"1900"	"Sweden"	"5117"	"11303"	"2208.9114715653704"
"433"	"1900"	"Switzerland"	"3300"	"12649"	"3833.030303030303"
"434"	"1900"	"UK"	"41155"	"184860.61399999997"	"4491.814214554731"
"435"	"1901"	"Austria"	"6035"	"17283.387"	"2863.858657829329"
"436"	"1901"	"Belgium"	"6801"	"25295.354"	"3719.3580355830027"
"437"	"1901"	"Denmark"	"2594"	"8052.3"	"3104.2020046260604"
"438"	"1901"	"Finland"	"2667"	"4363.687"	"1636.1781027371578"
"439"	"1901"	"France"	"40640"	"114868.755"	"2826.4949557086616"
"440"	"1901"	"Germany"	"55214"	"158537.77599999998"	"2871.332922809432"
"441"	"1901"	"Italy"	"33877"	"64016.02711881254"	"1889.6604515988"
"442"	"1901"	"Netherlands"	"5221"	"17958"	"3439.57096341697"
"443"	"1901"	"Norway"	"2255"	"4289.307090233"	"1902.1317473317074"
"444"	"1901"	"Portugal"	"5447"	"6914"	"1269.32256287865"
"445"	"1901"	"Spain"	"18659"	"35471"	"1901.01291601908"
"446"	"1901"	"Sweden"	"5156"	"11591"	"2248.0605120248256"
"447"	"1901"	"Switzerland"	"3341"	"12511"	"3744.6872193953905"
"448"	"1901"	"UK"	"41538"	"184860.61399999997"	"4450.397563676633"
"449"	"1902"	"Austria"	"6099"	"17963.466"	"2945.313330054107"
"450"	"1902"	"Belgium"	"6903"	"25812.906000000003"	"3739.375054324207"
"451"	"1902"	"Denmark"	"2623"	"8239.02"	"3141.0674799847507"
"452"	"1902"	"Finland"	"2686"	"4274.241"	"1591.3034251675354"
"453"	"1902"	"France"	"40713"	"112990.398"	"2775.290398644168"
"454"	"1902"	"Germany"	"56104"	"162335.08800000002"	"2893.467275060602"
"455"	"1902"	"Italy"	"34166"	"62231.10267237384"	"1821.433667165423"
"456"	"1902"	"Netherlands"	"5305"	"18796"	"3543.0725730442978"
"457"	"1902"	"Norway"	"2275"	"4355.1722788431"	"1914.361441249714"
"458"	"1902"	"Portugal"	"5494"	"6954"	"1265.74444848926"
"459"	"1902"	"Spain"	"18788"	"34440"	"1833.08494783905"
"460"	"1902"	"Sweden"	"5187"	"11614"	"2239.059186427607"
"461"	"1902"	"Switzerland"	"3384"	"12801"	"3782.801418439716"
"462"	"1902"	"UK"	"41893"	"189577.59200000003"	"4525.280882247632"
"463"	"1903"	"Austria"	"6164"	"18127.623"	"2940.8862751460088"
"464"	"1903"	"Belgium"	"6997"	"26395.152"	"3772.352722595398"
"465"	"1903"	"Denmark"	"2653"	"8729.16"	"3290.2977761025254"
"466"	"1903"	"Finland"	"2706"	"4561.746"	"1685.7893569844791"
"467"	"1903"	"France"	"40786"	"115446.71100000001"	"2830.547516304615"
"468"	"1903"	"Germany"	"56963"	"171353.70400000003"	"3008.1579972964914"
"469"	"1903"	"Italy"	"34436"	"65196.22058084243"	"1893.2576542235577"
"470"	"1903"	"Netherlands"	"5389"	"19197"	"3562.2564483206534"
"471"	"1903"	"Norway"	"2288"	"4327.7348548830005"	"1891.4925065048078"
"472"	"1903"	"Portugal"	"5541"	"7054"	"1273.05540516152"
"473"	"1903"	"Spain"	"18919"	"34600"	"1828.84930493155"
"474"	"1903"	"Sweden"	"5210"	"12056"	"2314.0115163147793"
"475"	"1903"	"Switzerland"	"3428"	"12554"	"3662.193698949825"
"476"	"1903"	"UK"	"42246"	"187556.03"	"4439.6162950338485"
"477"	"1904"	"Austria"	"6228"	"18409.035"	"2955.8501926782274"
"478"	"1904"	"Belgium"	"7086"	"27074.439"	"3820.835309060118"
"479"	"1904"	"Denmark"	"2681"	"8915.88"	"3325.580007459903"
"480"	"1904"	"Finland"	"2735"	"4734.249"	"1730.9868372943326"
"481"	"1904"	"France"	"40859"	"116313.645"	"2846.708069213637"
"482"	"1904"	"Germany"	"57806"	"178236.332"	"3083.353492717019"
"483"	"1904"	"Italy"	"34715"	"65805.2495105269"	"1895.5854676804524"
"484"	"1904"	"Netherlands"	"5470"	"19334"	"3534.5521023765996"
"485"	"1904"	"Norway"	"2297"	"4335.9583965181"	"1887.6614699686982"
"486"	"1904"	"Portugal"	"5589"	"7148"	"1278.94077652532"
"487"	"1904"	"Spain"	"19050"	"34485"	"1810.23622047244"
"488"	"1904"	"Sweden"	"5241"	"12547"	"2394.0087769509637"
"489"	"1904"	"Switzerland"	"3472"	"13223"	"3808.467741935484"
"490"	"1904"	"UK"	"42611"	"188679.12"	"4427.943958132876"
"491"	"1905"	"Austria"	"6292"	"19440.879"	"3089.777336300064"
"492"	"1905"	"Belgium"	"7175"	"27850.766999999996"	"3881.6399999999994"
"493"	"1905"	"Denmark"	"2710"	"9067.59"	"3345.9741697416976"
"494"	"1905"	"Finland"	"2762"	"4810.9169999999995"	"1741.8236784938447"
"495"	"1905"	"France"	"40890"	"118336.49100000001"	"2894.020322817315"
"496"	"1905"	"Germany"	"58644"	"182033.64400000003"	"3104.0454948502834"
"497"	"1905"	"Italy"	"35011"	"69477.01215798203"	"1984.4338110303054"
"498"	"1905"	"Netherlands"	"5551"	"19953"	"3594.4874797333814"
"499"	"1905"	"Norway"	"2309"	"4368.8525630585"	"1892.0972555472067"
"500"	"1905"	"Portugal"	"5637"	"6950"	"1232.9253148838"
"501"	"1905"	"Spain"	"19133"	"34005"	"1777.29577170334"
"502"	"1905"	"Sweden"	"5278"	"12488"	"2366.04774535809"
"503"	"1905"	"Switzerland"	"3461"	"13543"	"3913.0309159202543"
"504"	"1905"	"UK"	"42981"	"194294.57"	"4520.47579162886"
"505"	"1906"	"Austria"	"6357"	"20191.310999999998"	"3176.2326569136385"
"506"	"1906"	"Belgium"	"7258"	"28433.013000000003"	"3917.4721686414996"
"507"	"1906"	"Denmark"	"2741"	"9324.33"	"3401.7986136446552"
"508"	"1906"	"Finland"	"2788"	"5002.5869999999995"	"1794.3281922525105"
"509"	"1906"	"France"	"40942"	"120503.82600000002"	"2943.2813736505304"
"510"	"1906"	"Germany"	"59481"	"187492.28"	"3152.1373211613795"
"511"	"1906"	"Italy"	"35297"	"72087.40276844052"	"2042.309623153257"
"512"	"1906"	"Netherlands"	"5632"	"20661"	"3668.5014204545455"
"513"	"1906"	"Norway"	"2319"	"4550.0010456186"	"1962.0530597751617"
"514"	"1906"	"Portugal"	"5686"	"6997"	"1230.56630320084"
"515"	"1906"	"Spain"	"19316"	"35760"	"1851.3149720439"
"516"	"1906"	"Sweden"	"5315"	"13524"	"2544.496707431797"
"517"	"1906"	"Switzerland"	"3560"	"14972"	"4205.61797752809"
"518"	"1906"	"UK"	"43361"	"200808.49200000003"	"4631.0853531975745"
"519"	"1907"	"Austria"	"6421"	"21434.214"	"3338.142656907024"
"520"	"1907"	"Belgium"	"7338"	"28853.523999999998"	"3932.0692286726626"
"521"	"1907"	"Denmark"	"2775"	"9674.43"	"3486.2810810810815"
"522"	"1907"	"Finland"	"2821"	"5175.09"	"1834.487770294222"
"523"	"1907"	"France"	"40942"	"125705.43"	"3070.3294904987542"
"524"	"1907"	"Germany"	"60341"	"195798.9"	"3244.8733033923863"
"525"	"1907"	"Italy"	"35594"	"80214.29430929609"	"2253.5903329015027"
"526"	"1907"	"Netherlands"	"5710"	"20679"	"3621.5411558669"
"527"	"1907"	"Norway"	"2329"	"4747.5966114489"	"2038.4699920347362"
"528"	"1907"	"Portugal"	"5735"	"7165"	"1249.34612031386"
"529"	"1907"	"Spain"	"19450"	"36885"	"1896.40102827763"
"530"	"1907"	"Sweden"	"5357"	"14410"	"2689.9383983572893"
"531"	"1907"	"Switzerland"	"3604"	"15110"	"4192.563817980023"
"532"	"1907"	"UK"	"43737"	"204626.99799999996"	"4678.578731966069"
"533"	"1908"	"Austria"	"6485"	"21528.017999999996"	"3319.6635312259054"
"534"	"1908"	"Belgium"	"7411"	"29144.646999999997"	"3932.62002428822"
"535"	"1908"	"Denmark"	"2809"	"9977.85"	"3552.100391598434"
"536"	"1908"	"Finland"	"2861"	"5232.591"	"1828.9377839916115"
"537"	"1908"	"France"	"41046"	"124982.985"	"3044.949203332846"
"538"	"1908"	"Germany"	"61187"	"199121.548"	"3254.3113406442544"
"539"	"1908"	"Italy"	"35899"	"82149.29206946403"	"2288.3448583376708"
"540"	"1908"	"Netherlands"	"5786"	"20694"	"3576.564120290356"
"541"	"1908"	"Norway"	"2346"	"4898.5408709941"	"2088.039586954007"
"542"	"1908"	"Portugal"	"5784"	"7052"	"1219.22544951591"
"543"	"1908"	"Spain"	"19585"	"38331"	"1957.16109267296"
"544"	"1908"	"Sweden"	"5404"	"14169"	"2621.946706143597"
"545"	"1908"	"Switzerland"	"3647"	"14873"	"4078.146421716479"
"546"	"1908"	"UK"	"44124"	"196316.13200000004"	"4449.191641736924"
"547"	"1909"	"Austria"	"6550"	"21457.665"	"3275.979389312977"
"548"	"1909"	"Belgium"	"7478"	"29694.546000000002"	"3970.920834447714"
"549"	"1909"	"Denmark"	"2845"	"10362.96"	"3642.5166959578205"
"550"	"1909"	"Finland"	"2899"	"5462.595"	"1884.3032080027597"
"551"	"1909"	"France"	"41109"	"130184.58899999998"	"3166.8147850835576"
"552"	"1909"	"Germany"	"62038"	"203156.19199999998"	"3274.7056965085912"
"553"	"1909"	"Italy"	"36213"	"88493.71519295473"	"2443.7001958676365"
"554"	"1909"	"Netherlands"	"5862"	"21457"	"3660.3548277038553"
"555"	"1909"	"Norway"	"2367"	"5005.5237677797"	"2114.712195935657"
"556"	"1909"	"Portugal"	"5834"	"7048"	"1208.09050394241"
"557"	"1909"	"Spain"	"19721"	"38998"	"1977.48592870544"
"558"	"1909"	"Sweden"	"5453"	"14271"	"2617.091509260957"
"559"	"1909"	"Switzerland"	"3691"	"15648"	"4239.501490111081"
"560"	"1909"	"UK"	"44520"	"200808.49200000003"	"4510.5231805929925"
"561"	"1910"	"Austria"	"6614"	"21762.528"	"3290.3731478681584"
"562"	"1910"	"Belgium"	"7498"	"30470.874"	"4063.866897839424"
"563"	"1910"	"Denmark"	"2882"	"10678.05"	"3705.083275503123"
"564"	"1910"	"Finland"	"2929"	"5583.986000000001"	"1906.4479344486176"
"565"	"1910"	"France"	"41224"	"122237.69399999999"	"2965.207015330875"
"566"	"1910"	"Germany"	"62884"	"210513.48400000003"	"3347.647795941735"
"567"	"1910"	"Italy"	"36572"	"85285.02137752384"	"2331.9758661687583"
"568"	"1910"	"Netherlands"	"5922"	"22438"	"3788.922661263087"
"569"	"1910"	"Norway"	"2384"	"5211.3428752451"	"2185.9659711598574"
"570"	"1910"	"Portugal"	"5884"	"7225"	"1227.90618626784"
"571"	"1910"	"Spain"	"19858"	"37633"	"1895.10524725551"
"572"	"1910"	"Sweden"	"5499"	"15265"	"2775.9592653209675"
"573"	"1910"	"Switzerland"	"3735"	"16177"	"4331.191432396252"
"574"	"1910"	"UK"	"44916"	"207097.796"	"4610.780033840948"
"575"	"1911"	"Austria"	"6669"	"22442.607000000004"	"3365.2132253711206"
"576"	"1911"	"Belgium"	"7517"	"31182.508"	"4148.2649993348405"
"577"	"1911"	"Denmark"	"2917"	"11249.88"	"3856.6609530339388"
"578"	"1911"	"Finland"	"2962"	"5743.711000000001"	"1939.1326806212023"
"579"	"1911"	"France"	"41307"	"134230.28100000002"	"3249.5770934708407"
"580"	"1911"	"Germany"	"63852"	"217633.44400000002"	"3408.4044979013975"
"581"	"1911"	"Italy"	"36917"	"90838.52467225211"	"2460.6150194287757"
"582"	"1911"	"Netherlands"	"5984"	"23263"	"3887.5334224598932"
"583"	"1911"	"Norway"	"2401"	"5414.4720391850005"	"2255.09039532903"
"584"	"1911"	"Portugal"	"5935"	"7369"	"1241.61752316765"
"585"	"1911"	"Spain"	"19994"	"40332"	"2017.20516154846"
"586"	"1911"	"Sweden"	"5542"	"15595"	"2813.9660772284374"
"587"	"1911"	"Switzerland"	"3776"	"16530"	"4377.6483050847455"
"588"	"1911"	"UK"	"45268"	"213162.48200000002"	"4708.899929309889"
"589"	"1912"	"Austria"	"6724"	"23568.255"	"3505.0944378346226"
"590"	"1912"	"Belgium"	"7590"	"31926.488999999998"	"4206.388537549407"
"591"	"1912"	"Denmark"	"2951"	"11249.88"	"3812.226363944425"
"592"	"1912"	"Finland"	"2998"	"6063.161000000001"	"2022.4019346230823"
"593"	"1912"	"France"	"41359"	"145355.93399999998"	"3514.4934355279374"
"594"	"1912"	"Germany"	"64457"	"227126.72400000002"	"3523.6936872643782"
"595"	"1912"	"Italy"	"37150"	"91573.77887657631"	"2464.973859396401"
"596"	"1912"	"Netherlands"	"6068"	"23998"	"3954.84508899143"
"597"	"1912"	"Norway"	"2423"	"5680.6227371509"	"2344.4584140119273"
"598"	"1912"	"Portugal"	"5964"	"7494"	"1256.53923541247"
"599"	"1912"	"Spain"	"20128"	"40028"	"1988.67249602544"
"600"	"1912"	"Sweden"	"5583"	"16191"	"2900.053734551316"
"601"	"1912"	"Switzerland"	"3819"	"16701"	"4373.134328358209"
"602"	"1912"	"UK"	"45426"	"216307.134"	"4761.747325320301"
"603"	"1913"	"Austria"	"6767"	"23451"	"3465.4943106250926"
"604"	"1913"	"Belgium"	"7666"	"32347"	"4219.54082963736"
"605"	"1913"	"Denmark"	"2983"	"11670"	"3912.168957425411"
"606"	"1913"	"Finland"	"3027"	"6389"	"2110.6706309877763"
"607"	"1913"	"France"	"41463"	"144489"	"3484.769553577889"
"608"	"1913"	"Germany"	"65058"	"237332"	"3648.006394294322"
"609"	"1913"	"Italy"	"37248"	"95487"	"2563.5470360824743"
"610"	"1913"	"Netherlands"	"6164"	"24955"	"4048.507462686567"
"611"	"1913"	"Norway"	"2447"	"5987.9679988216"	"2447.0649770419286"
"612"	"1913"	"Portugal"	"5972"	"7467"	"1250.33489618218"
"613"	"1913"	"Spain"	"20263"	"41653"	"2055.61861520999"
"614"	"1913"	"Sweden"	"5621"	"17273"	"3072.9407578722644"
"615"	"1913"	"Switzerland"	"3864"	"16483"	"4265.786749482402"
"616"	"1913"	"UK"	"45649"	"224618"	"4920.545904620036"
"617"	"1914"	"Austria"	"6806"	"19571.534571428572"	"2875.629528567231"
"618"	"1914"	"Belgium"	"7723"	"30299.897"	"3923.3325132720447"
"619"	"1914"	"Denmark"	"3018"	"12405.21"	"4110.407554671969"
"620"	"1914"	"Finland"	"3053"	"6107.883999999999"	"2000.6170979364556"
"621"	"1914"	"France"	"41476"	"134230.28100000002"	"3236.3362185360215"
"622"	"1914"	"Germany"	"66096"	"202206.86400000003"	"3059.290486564997"
"623"	"1914"	"Italy"	"37526"	"95412.57756958735"	"2542.572551553252"
"624"	"1914"	"Netherlands"	"6277"	"24281.215"	"3868.283415644416"
"625"	"1914"	"Norway"	"2472"	"6111.4748344067"	"2472.2794637567554"
"626"	"1914"	"Portugal"	"5980"	"7520"	"1257.52508361204"
"627"	"1914"	"Spain"	"20398"	"41075"	"2013.67781155015"
"628"	"1914"	"Sweden"	"5659"	"17543"	"3100.017670966602"
"629"	"1914"	"Switzerland"	"3897"	"16496.486090909093"	"4233.124478036719"
"630"	"1914"	"UK"	"46049"	"226864.18"	"4926.5821190471015"
"631"	"1915"	"Austria"	"6843"	"18154.424142857144"	"2652.9919834658986"
"632"	"1915"	"Belgium"	"7759"	"29934.838000000003"	"3858.079391674185"
"633"	"1915"	"Denmark"	"3055"	"11541.63"	"3777.9476268412436"
"634"	"1915"	"Finland"	"3083"	"5801.2119999999995"	"1881.6775867661368"
"635"	"1915"	"France"	"40481"	"131484.99"	"3248.06674736296"
"636"	"1915"	"Germany"	"66230"	"192001.58800000002"	"2899.0123508983843"
"637"	"1915"	"Italy"	"37982"	"106729.6082879089"	"2810.004957293162"
"638"	"1915"	"Netherlands"	"6395"	"25104.73"	"3925.681000781861"
"639"	"1915"	"Norway"	"2498"	"6380.4691869567005"	"2554.231059630384"
"640"	"1915"	"Portugal"	"5988"	"7352"	"1227.78891115564"
"641"	"1915"	"Spain"	"20535"	"41746"	"2032.91940589238"
"642"	"1915"	"Sweden"	"5696"	"17811"	"3126.9311797752807"
"643"	"1915"	"Switzerland"	"3883"	"16658.31918181818"	"4290.064172500175"
"644"	"1915"	"UK"	"46340"	"245058.23799999998"	"5288.265817867932"
"645"	"1916"	"Austria"	"6825"	"17933.314714285716"	"2627.5918995290426"
"646"	"1916"	"Belgium"	"7762"	"31672.334"	"4080.4346817830456"
"647"	"1916"	"Denmark"	"3092"	"12031.77"	"3891.2580853816303"
"648"	"1916"	"Finland"	"3105"	"5877.88"	"1893.0370370370372"
"649"	"1916"	"France"	"39884"	"138131.484"	"3463.3307592016845"
"650"	"1916"	"Germany"	"66076"	"193900.24400000004"	"2934.503359767541"
"651"	"1916"	"Italy"	"38142"	"119746.27680403287"	"3139.486046983191"
"652"	"1916"	"Netherlands"	"6516"	"25778.515"	"3956.18707796194"
"653"	"1916"	"Norway"	"2522"	"6627.4060025976005"	"2627.837431640603"
"654"	"1916"	"Portugal"	"5996"	"7397"	"1233.65577051368"
"655"	"1916"	"Spain"	"20673"	"43687"	"2113.23949112369"
"656"	"1916"	"Sweden"	"5735"	"18725"	"3265.0392327811683"
"657"	"1916"	"Switzerland"	"3883"	"16605.873272727273"	"4276.557628824948"
"658"	"1916"	"UK"	"46514"	"250449.07"	"5384.380401599518"
"659"	"1917"	"Austria"	"6785"	"17548.04828571429"	"2586.300410569534"
"660"	"1917"	"Belgium"	"7729"	"27199.206000000002"	"3519.110622331479"
"661"	"1917"	"Denmark"	"3130"	"11319.9"	"3616.5814696485622"
"662"	"1917"	"Finland"	"3124"	"4938.696999999999"	"1580.8889244558254"
"663"	"1917"	"France"	"39288"	"117036.09"	"2978.927153329261"
"664"	"1917"	"Germany"	"65763"	"194137.57599999997"	"2952.0790718184994"
"665"	"1917"	"Italy"	"37981"	"125383.1803471848"	"3301.207981548269"
"666"	"1917"	"Netherlands"	"6654"	"24131.485"	"3626.6133152990683"
"667"	"1917"	"Norway"	"2551"	"6023.7058199461"	"2361.311571911446"
"668"	"1917"	"Portugal"	"6005"	"7281"	"1212.48959200666"
"669"	"1917"	"Spain"	"20811"	"43150"	"2073.4227091442"
"670"	"1917"	"Sweden"	"5779"	"17464"	"3021.9761204360616"
"671"	"1917"	"Switzerland"	"3888"	"14789.746363636363"	"3803.9471099887764"
"672"	"1917"	"UK"	"46614"	"252695.25"	"5421.016218303514"
"673"	"1918"	"Austria"	"6727"	"17186.23285714286"	"2554.8138631102806"
"674"	"1918"	"Belgium"	"7660"	"21917.403000000002"	"2861.279765013055"
"675"	"1918"	"Denmark"	"3165"	"10946.46"	"3458.597156398104"
"676"	"1918"	"Finland"	"3125"	"4280.63"	"1369.8016"
"677"	"1918"	"France"	"38542"	"92328.47099999999"	"2395.528799750921"
"678"	"1918"	"Germany"	"65237"	"194612.24"	"2983.1574106718576"
"679"	"1918"	"Italy"	"37520"	"127249.26610080844"	"3391.5049600428692"
"680"	"1918"	"Netherlands"	"6752"	"22634.185"	"3352.219342417062"
"681"	"1918"	"Norway"	"2578"	"5782.1488913562"	"2242.8816490908457"
"682"	"1918"	"Portugal"	"6013"	"6913"	"1149.67570264427"
"683"	"1918"	"Spain"	"20950"	"42844"	"2045.05966587112"
"684"	"1918"	"Sweden"	"5807"	"16376"	"2820.044773549165"
"685"	"1918"	"Switzerland"	"3880"	"14737.300454545453"	"3798.273313027179"
"686"	"1918"	"UK"	"46575"	"254267.576"	"5459.314567901234"
"687"	"1919"	"Austria"	"6420"	"14502.76842857143"	"2258.9981975967958"
"688"	"1919"	"Belgium"	"7628"	"25854.495"	"3389.4199003670687"
"689"	"1919"	"Denmark"	"3202"	"12358.53"	"3859.6283572767024"
"690"	"1919"	"Finland"	"3117"	"5168.701"	"1658.229387231312"
"691"	"1919"	"France"	"38700"	"108800.21699999999"	"2811.3751162790695"
"692"	"1919"	"Germany"	"60547"	"156591"	"2586.271821890432"
"693"	"1919"	"Italy"	"37250"	"105979.71285878473"	"2845.0929626519387"
"694"	"1919"	"Netherlands"	"6805"	"28049.42"	"4121.8839088905215"
"695"	"1919"	"Norway"	"2603"	"6772.8935195625"	"2601.9567881530925"
"696"	"1919"	"Portugal"	"6021"	"7064"	"1173.22703869789"
"697"	"1919"	"Spain"	"21091"	"43112"	"2044.09463752311"
"698"	"1919"	"Sweden"	"5830"	"17129"	"2938.0789022298454"
"699"	"1919"	"Switzerland"	"3869"	"15706.800545454547"	"4059.6537982565383"
"700"	"1919"	"UK"	"46534"	"226639.56200000003"	"4870.407916792024"
"701"	"1920"	"Austria"	"6455"	"15571.464000000002"	"2412.31045701007"
"702"	"1920"	"Belgium"	"7552"	"29920.975"	"3961.993511652542"
"703"	"1920"	"Denmark"	"3242"	"12942.03"	"3991.989512646515"
"704"	"1920"	"Finland"	"3133"	"5782.045"	"1845.5298436003832"
"705"	"1920"	"France"	"39000"	"125849.91899999998"	"3226.9209999999994"
"706"	"1920"	"Germany"	"60894"	"170235"	"2795.595625184747"
"707"	"1920"	"Italy"	"37398"	"96757.32526753226"	"2587.232613175364"
"708"	"1920"	"Netherlands"	"6848"	"28897.89"	"4219.902161214953"
"709"	"1920"	"Norway"	"2635"	"7217.4259010337"	"2739.061063010892"
"710"	"1920"	"Portugal"	"6029"	"7411"	"1229.22541051584"
"711"	"1920"	"Spain"	"21232"	"46226"	"2177.18538055765"
"712"	"1920"	"Sweden"	"5876"	"18280"	"3110.959836623553"
"713"	"1920"	"Switzerland"	"3877"	"16725.749636363635"	"4314.09585668394"
"714"	"1920"	"UK"	"46821"	"212937.86399999997"	"4547.913628500031"
"715"	"1921"	"Austria"	"6504"	"17236.485"	"2650.136070110701"
"716"	"1921"	"Belgium"	"7504"	"30438.527"	"4056.3069029850744"
"717"	"1921"	"Denmark"	"3285"	"12568.59"	"3826.054794520548"
"718"	"1921"	"Finland"	"3170"	"5973.715"	"1884.4526813880127"
"719"	"1921"	"France"	"39240"	"120648.315"	"3074.625764525994"
"720"	"1921"	"Germany"	"61573"	"189511"	"3077.8263199779126"
"721"	"1921"	"Italy"	"37691"	"95286.62851602677"	"2528.1003028846876"
"722"	"1921"	"Netherlands"	"6921"	"30669.695"	"4431.396474497906"
"723"	"1921"	"Norway"	"2668"	"6517.656306757201"	"2442.8996652013498"
"724"	"1921"	"Portugal"	"6071"	"7831"	"1289.90281666941"
"725"	"1921"	"Spain"	"21411"	"47370"	"2212.41417962729"
"726"	"1921"	"Sweden"	"5929"	"16720"	"2820.037105751391"
"727"	"1921"	"Switzerland"	"3876"	"16310.677727272727"	"4208.121188666854"
"728"	"1921"	"UK"	"44072"	"195642.27799999996"	"4439.151343256489"
"729"	"1922"	"Austria"	"6528"	"18784.251"	"2877.489430147059"
"730"	"1922"	"Belgium"	"7571"	"33414.451"	"4413.479196935676"
"731"	"1922"	"Denmark"	"3322"	"13840.62"	"4166.351595424444"
