""	"year"	"country"	"population"	"gdp"	"per_capita_gdp"
"65"	"1874"	"Norway"	"1783"	"2716.842960755"	"1523.7481552187326"
"66"	"1874"	"Portugal"	"4431"	"4282"	"966.373279169488"
"67"	"1874"	"Spain"	"16429"	"23968"	"1458.88368129527"
"68"	"1874"	"Sweden"	"4320"	"6389"	"1478.935185185185"
"69"	"1874"	"Switzerland"	"2733"	"6550"	"2396.6337358214414"
"70"	"1874"	"UK"	"32501"	"110062.82"	"3386.444109412018"
"71"	"1875"	"Austria"	"4730"	"9333.498"	"1973.2553911205073"
"72"	"1875"	"Belgium"	"5303"	"15170.743"	"2860.7850273430136"
"73"	"1875"	"Denmark"	"1973"	"4166.19"	"2111.6016218955906"
"74"	"1875"	"Finland"	"1899"	"2300.04"	"1211.1848341232228"
"75"	"1875"	"France"	"38221"	"84815.043"	"2219.069176630648"
"76"	"1875"	"Germany"	"40897"	"86388.84799999998"	"2112.351712839572"
"77"	"1875"	"Italy"	"28630"	"44364.85894351366"	"1549.5933965600302"
"78"	"1875"	"Netherlands"	"3788"	"10908"	"2879.6198521647307"
"79"	"1875"	"Norway"	"1803"	"2796.8495667563"	"1551.2199482841377"
"80"	"1875"	"Portugal"	"4458"	"4277"	"959.398833557649"
"81"	"1875"	"Spain"	"16487"	"24670"	"1496.33044216656"
"82"	"1875"	"Sweden"	"4362"	"6338"	"1453.0032095369097"
"83"	"1875"	"Switzerland"	"2750"	"7275"	"2645.4545454545455"
"84"	"1875"	"UK"	"32839"	"112758.23600000002"	"3433.668382106642"
"85"	"1876"	"Austria"	"4772"	"9544.557"	"2000.116722548198"
"86"	"1876"	"Belgium"	"5345"	"15364.825"	"2874.6164639850326"
"87"	"1876"	"Denmark"	"1994"	"4247.88"	"2130.3309929789366"
"88"	"1876"	"Finland"	"1928"	"2427.82"	"1259.2427385892117"
"89"	"1876"	"France"	"38398"	"77879.571"	"2028.2194645554457"
"90"	"1876"	"Germany"	"41491"	"85914.18400000001"	"2070.6703622472346"
"91"	"1876"	"Italy"	"28837"	"43430.5918833845"	"1506.0717787351145"
"92"	"1876"	"Netherlands"	"3832"	"11074"	"2889.874739039666"
"93"	"1876"	"Norway"	"1829"	"2876.0107619353003"	"1572.449842501531"
"94"	"1876"	"Portugal"	"4484"	"4177"	"931.534344335415"
"95"	"1876"	"Spain"	"16545"	"25136"	"1519.25052886068"
"96"	"1876"	"Sweden"	"4406"	"6781"	"1539.0376758965047"
"97"	"1876"	"Switzerland"	"2768"	"7109"	"2568.280346820809"
"98"	"1876"	"UK"	"33200"	"113881.32600000002"	"3430.1604216867477"
"99"	"1877"	"Austria"	"4815"	"9872.871"	"2050.4404984423672"
"100"	"1877"	"Belgium"	"5394"	"15558.907"	"2884.4840563589173"
"101"	"1877"	"Denmark"	"2019"	"4131.18"	"2046.151560178306"
"102"	"1877"	"Finland"	"1957"	"2370.3190000000004"	"1211.2003065917222"
"103"	"1877"	"France"	"38576"	"82069.752"	"2127.4821650767317"
"104"	"1877"	"Germany"	"42034"	"85439.52"	"2032.6288242851026"
"105"	"1877"	"Italy"	"29067"	"43409.306515197"	"1493.4223179274436"
"106"	"1877"	"Netherlands"	"3883"	"11364"	"2926.603141900592"
"107"	"1877"	"Norway"	"1852"	"2897.9145877858"	"1564.7486975085314"
"108"	"1877"	"Portugal"	"4511"	"4372"	"969.186433163378"
"109"	"1877"	"Spain"	"16603"	"27701"	"1668.43341564777"
"110"	"1877"	"Sweden"	"4457"	"6708"	"1505.0482387256002"
"111"	"1877"	"Switzerland"	"2786"	"6416"	"2302.943287867911"
"112"	"1877"	"UK"	"33576"	"115004.41600000001"	"3425.197045508697"
"113"	"1878"	"Austria"	"4857"	"10201.185"	"2100.3057442865966"
"114"	"1878"	"Belgium"	"5442"	"16011.765"	"2942.257442116869"
"115"	"1878"	"Denmark"	"2043"	"4294.56"	"2102.0851688693097"
"116"	"1878"	"Finland"	"1983"	"2325.5959999999995"	"1172.766515380736"
"117"	"1878"	"France"	"38763"	"81058.329"	"2091.1263060134665"
"118"	"1878"	"Germany"	"42546"	"89474.164"	"2102.998260706059"
"119"	"1878"	"Italy"	"29252"	"44050.57320637762"	"1505.8995352925483"
"120"	"1878"	"Netherlands"	"3834"	"11468"	"2991.1319770474697"
"121"	"1878"	"Norway"	"1877"	"2796.3884335805"	"1489.8180253492276"
"122"	"1878"	"Portugal"	"4538"	"4375"	"964.081092992508"
"123"	"1878"	"Spain"	"16677"	"26982"	"1617.91689152725"
"124"	"1878"	"Sweden"	"4508"	"6546"	"1452.0851818988465"
"125"	"1878"	"Switzerland"	"2803"	"6535"	"2331.430610060649"
"126"	"1878"	"UK"	"33932"	"115453.65199999999"	"3402.500648355534"
"127"	"1879"	"Austria"	"4899"	"10130.832"	"2067.93876301286"
"128"	"1879"	"Belgium"	"5492"	"16173.5"	"2944.919883466861"
"129"	"1879"	"Denmark"	"2064"	"4434.6"	"2148.5465116279074"
"130"	"1879"	"Finland"	"2014"	"2351.152"	"1167.4041708043694"
"131"	"1879"	"France"	"38909"	"76001.214"	"1953.3067927728805"
"132"	"1879"	"Germany"	"43052"	"87338.17599999999"	"2028.6671002508592"
"133"	"1879"	"Italy"	"29425"	"44561.07094591816"	"1514.394934440719"
"134"	"1879"	"Netherlands"	"3986"	"11074"	"2778.223783241345"
"135"	"1879"	"Norway"	"1902"	"2821.1359140151003"	"1483.247063099422"
"136"	"1879"	"Portugal"	"4571"	"4384"	"959.089914679501"
"137"	"1879"	"Spain"	"16768"	"25492"	"1520.27671755725"
"138"	"1879"	"Sweden"	"4555"	"6933"	"1522.0636663007683"
"139"	"1879"	"Switzerland"	"2821"	"6517"	"2310.173697270471"
"140"	"1879"	"UK"	"34304"	"115004.41600000001"	"3352.5074626865676"
"141"	"1880"	"Austria"	"4941"	"10271.537999999999"	"2078.837887067395"
"142"	"1880"	"Belgium"	"5541"	"16982.175"	"3064.8213318895505"
"143"	"1880"	"Denmark"	"2081"	"4539.63"	"2181.465641518501"
"144"	"1880"	"Finland"	"2047"	"2363.93"	"1154.8265754763067"
"145"	"1880"	"France"	"39045"	"82792.19699999999"	"2120.430195927775"
"146"	"1880"	"Germany"	"43500"	"86626.18"	"1991.406436781609"
"147"	"1880"	"Italy"	"29534"	"46689.667671765805"	"1580.8785695051738"
"148"	"1880"	"Netherlands"	"4043"	"12313"	"3045.510759337126"
"149"	"1880"	"Norway"	"1919"	"2911.6717275305"	"1517.2859445182387"
"150"	"1880"	"Portugal"	"4610"	"4367"	"947.288503253796"
"151"	"1880"	"Spain"	"16859"	"27750"	"1646.00510113293"
"152"	"1880"	"Sweden"	"4572"	"6949"	"1519.9037620297463"
"153"	"1880"	"Switzerland"	"2839"	"6955"	"2449.8062698133144"
"154"	"1880"	"UK"	"34623"	"120395.248"	"3477.319931837218"
"155"	"1881"	"Austria"	"4985"	"10693.656"	"2145.166700100301"
"156"	"1881"	"Belgium"	"5606"	"17208.604000000003"	"3069.676061362826"
"157"	"1881"	"Denmark"	"2101"	"4586.31"	"2182.917658257973"
"158"	"1881"	"Finland"	"2072"	"2300.04"	"1110.0579150579151"
"159"	"1881"	"France"	"39191"	"85970.955"	"2193.6402490367686"
"160"	"1881"	"Germany"	"43827"	"88762.16799999999"	"2025.28505259315"
"161"	"1881"	"Italy"	"29672"	"43540.76460911324"	"1467.4024200968333"
"162"	"1881"	"Netherlands"	"4079"	"12540"	"3074.2829124785485"
"163"	"1881"	"Norway"	"1923"	"2939.1091514906"	"1528.3978946908999"
"164"	"1881"	"Portugal"	"4651"	"4513"	"970.328961513653"
"165"	"1881"	"Spain"	"16951"	"28462"	"1679.07498082709"
"166"	"1881"	"Sweden"	"4570"	"7152"	"1564.9890590809628"
"167"	"1881"	"Switzerland"	"2853"	"7078"	"2480.897301086575"
"168"	"1881"	"UK"	"34935"	"124662.99"	"3568.4267926148564"
"169"	"1882"	"Austria"	"5030"	"10764.008999999998"	"2139.9620278330017"
"170"	"1882"	"Belgium"	"5673"	"17790.85"	"3136.056760091662"
"171"	"1882"	"Denmark"	"2120"	"4749.69"	"2240.419811320755"
"172"	"1882"	"Finland"	"2098"	"2523.655"	"1202.8860819828408"
"173"	"1882"	"France"	"39337"	"90016.647"	"2288.3455016905205"
"174"	"1882"	"Germany"	"44112"	"90186.16"	"2044.4813202756623"
"175"	"1882"	"Italy"	"29898"	"47354.297629405635"	"1583.861717486308"
"176"	"1882"	"Netherlands"	"4130"	"12875"	"3117.4334140435835"
"177"	"1882"	"Norway"	"1920"	"2933.6524089103"	"1527.9439629741146"
"178"	"1882"	"Portugal"	"4691"	"4655"	"992.325730121509"
"179"	"1882"	"Spain"	"17043"	"28831"	"1691.66226603298"
"180"	"1882"	"Sweden"	"4576"	"7088"	"1548.951048951049"
"181"	"1882"	"Switzerland"	"2863"	"6870"	"2399.580859238561"
"182"	"1882"	"UK"	"35206"	"128256.87800000001"	"3643.0403340339717"
"183"	"1883"	"Austria"	"5075"	"11209.578000000001"	"2208.783842364532"
"184"	"1883"	"Belgium"	"5740"	"18049.626"	"3144.5341463414634"
"185"	"1883"	"Denmark"	"2137"	"4913.07"	"2299.0500701918577"
"186"	"1883"	"Finland"	"2130"	"2619.49"	"1229.807511737089"
"187"	"1883"	"France"	"39472"	"90305.625"	"2287.840114511552"
"188"	"1883"	"Germany"	"44404"	"95170.13200000001"	"2143.2783533015045"
"189"	"1883"	"Italy"	"30113"	"47217.54266789023"	"1568.0119107325816"
"190"	"1883"	"Netherlands"	"4180"	"13816"	"3305.263157894737"
"191"	"1883"	"Norway"	"1919"	"2922.6620682204"	"1523.0130631685254"
"192"	"1883"	"Portugal"	"4732"	"4770"	"1008.03043110735"
"193"	"1883"	"Spain"	"17136"	"29480"	"1720.3548085901"
"194"	"1883"	"Sweden"	"4591"	"7612"	"1658.0265737312131"
"195"	"1883"	"Switzerland"	"2874"	"6887"	"2396.311760612387"
"196"	"1883"	"UK"	"35450"	"129155.35"	"3643.3102961918194"
"197"	"1884"	"Austria"	"5121"	"11514.441"	"2248.4751025190394"
"198"	"1884"	"Belgium"	"5807"	"18211.360999999997"	"3136.10487342862"
"199"	"1884"	"Denmark"	"2160"	"4936.41"	"2285.3749999999995"
"200"	"1884"	"Finland"	"2164"	"2638.6569999999997"	"1219.3424214417744"
"201"	"1884"	"France"	"39629"	"89294.20199999999"	"2253.2539806707205"
"202"	"1884"	"Germany"	"44777"	"97543.452"	"2178.4275855908168"
"203"	"1884"	"Italy"	"30366"	"47556.10783778996"	"1566.0972086474992"
"204"	"1884"	"Netherlands"	"4226"	"14065"	"3328.2063416942738"
"205"	"1884"	"Norway"	"1929"	"2974.7701170858"	"1542.130698333748"
"206"	"1884"	"Portugal"	"4773"	"4934"	"1033.73140582443"
"207"	"1884"	"Spain"	"17230"	"29561"	"1715.670342426"
"208"	"1884"	"Sweden"	"4624"	"7514"	"1625"
"209"	"1884"	"Switzerland"	"2885"	"7666"	"2657.1923743500865"
"210"	"1884"	"UK"	"35724"	"129379.96800000001"	"3621.654014108163"
"211"	"1885"	"Austria"	"5166"	"11444.088"	"2215.2706155632986"
"212"	"1885"	"Belgium"	"5876"	"18437.79"	"3137.8131381892445"
"213"	"1885"	"Denmark"	"2186"	"4971.42"	"2274.2086001829825"
"214"	"1885"	"Finland"	"2195"	"2702.5469999999996"	"1231.2287015945328"
"215"	"1885"	"France"	"39733"	"87704.823"	"2207.354667404928"
"216"	"1885"	"Germany"	"45084"	"99916.77200000001"	"2216.2357377340077"
"217"	"1885"	"Italy"	"30644"	"48542.18882742143"	"1584.068294851241"
"218"	"1885"	"Netherlands"	"4276"	"14378"	"3362.4883068288123"
"219"	"1885"	"Norway"	"1944"	"3002.2075410459"	"1544.3454429248457"
"220"	"1885"	"Portugal"	"4815"	"5064"	"1051.71339563863"
"221"	"1885"	"Spain"	"17323"	"28774"	"1661.02869018068"
"222"	"1885"	"Sweden"	"4664"	"7812"	"1674.9571183533446"
"223"	"1885"	"Switzerland"	"2896"	"8268"	"2854.972375690608"
"224"	"1885"	"UK"	"36015"	"128706.11399999999"	"3573.6807996668053"
"225"	"1886"	"Austria"	"5212"	"11819.303999999998"	"2267.7099002302375"
"226"	"1886"	"Belgium"	"5919"	"18664.219"	"3153.2723433012334"
"227"	"1886"	"Denmark"	"2213"	"5169.81"	"2336.1093538183463"
"228"	"1886"	"Finland"	"2224"	"2836.716"	"1275.501798561151"
"229"	"1886"	"France"	"39858"	"89149.713"	"2236.6830498268855"
"230"	"1886"	"Germany"	"45505"	"100628.76799999998"	"2211.3782661246014"
"231"	"1886"	"Italy"	"30857"	"50695.274484787704"	"1642.9100199237678"
"232"	"1886"	"Netherlands"	"4326"	"14594"	"3373.555247341655"
"233"	"1886"	"Norway"	"1958"	"3018.7314798454"	"1541.7423288280897"
"234"	"1886"	"Portugal"	"4857"	"5343"	"1100.06176652254"
"235"	"1886"	"Spain"	"17418"	"28157"	"1616.54610173384"
"236"	"1886"	"Sweden"	"4700"	"7826"	"1665.1063829787233"
"237"	"1886"	"Switzerland"	"2907"	"8593"	"2955.9683522531823"
"238"	"1886"	"UK"	"36313"	"130727.67600000002"	"3600.0241235921026"
"239"	"1887"	"Austria"	"5257"	"12640.089"	"2404.4300932090546"
"240"	"1887"	"Belgium"	"5962"	"19375.853"	"3249.8914793693393"
"241"	"1887"	"Denmark"	"2237"	"5356.53"	"2394.5149754135"
"242"	"1887"	"Finland"	"2259"	"2881.4390000000003"	"1275.5374059318283"
"243"	"1887"	"France"	"39889"	"89727.66900000001"	"2249.433904083833"
"244"	"1887"	"Germany"	"46001"	"104663.41200000001"	"2275.2421034325343"
"245"	"1887"	"Italy"	"31049"	"52090.1945011432"	"1677.677042775716"
"246"	"1887"	"Netherlands"	"4378"	"15178"	"3466.879853814527"
"247"	"1887"	"Norway"	"1970"	"3057.0823889661"	"1551.8184715563962"
"248"	"1887"	"Portugal"	"4899"	"5457"	"1113.90079608083"
"249"	"1887"	"Spain"	"17513"	"27765"	"1585.39370753155"
"250"	"1887"	"Sweden"	"4726"	"7798"	"1650.021159542954"
"251"	"1887"	"Switzerland"	"2918"	"8554"	"2931.4599040438657"
"252"	"1887"	"UK"	"36598"	"135893.89"	"3713.150718618504"
"253"	"1888"	"Austria"	"5303"	"12616.638"	"2379.1510465774095"
"254"	"1888"	"Belgium"	"6007"	"19505.240999999998"	"3247.0852338937902"
"255"	"1888"	"Denmark"	"2257"	"5391.54"	"2388.8081524147096"
"256"	"1888"	"Finland"	"2296"	"2990.0519999999997"	"1302.287456445993"
"257"	"1888"	"France"	"39920"	"90594.603"	"2269.403882765531"
"258"	"1888"	"Germany"	"46538"	"108935.38799999999"	"2340.7836176887704"
"259"	"1888"	"Italy"	"31243"	"51920.072732301225"	"1661.8145738981925"
"260"	"1888"	"Netherlands"	"4432"	"15707"	"3543.9981949458484"
"261"	"1888"	"Norway"	"1977"	"3199.8031068762"	"1618.5144698412748"
"262"	"1888"	"Portugal"	"4942"	"5523"	"1117.56373937677"
"263"	"1888"	"Spain"	"17600"	"28890"	"1641.47727272727"
"264"	"1888"	"Sweden"	"4741"	"8183"	"1726.0071714828096"
"265"	"1888"	"Switzerland"	"2929"	"8757"	"2989.7575964493003"
"266"	"1888"	"UK"	"36881"	"141958.576"	"3849.0978010357635"
"267"	"1889"	"Austria"	"5348"	"12499.383"	"2337.2069932685117"
"268"	"1889"	"Belgium"	"6051"	"20443.304"	"3378.5000826309697"
"269"	"1889"	"Denmark"	"2276"	"5461.56"	"2399.6309314586997"
"270"	"1889"	"Finland"	"2331"	"3092.276"	"1326.5877305877304"
"271"	"1889"	"France"	"40004"	"92906.427"	"2322.428432156784"
"272"	"1889"	"Germany"	"47083"	"112020.704"	"2379.2176369390227"
"273"	"1889"	"Italy"	"31468"	"49686.02147865328"	"1578.9380157192477"
"274"	"1889"	"Netherlands"	"4485"	"15707"	"3502.118171683389"
"275"	"1889"	"Norway"	"1984"	"3323.3099424613"	"1675.0554145470262"
"276"	"1889"	"Portugal"	"4985"	"5425"	"1088.26479438315"
"277"	"1889"	"Spain"	"17678"	"28823"	"1630.44462043218"
"278"	"1889"	"Sweden"	"4761"	"8308"	"1745.011552194917"
"279"	"1889"	"Switzerland"	"2940"	"8766"	"2981.6326530612246"
"280"	"1889"	"UK"	"37178"	"149595.588"	"4023.7664210016674"
"281"	"1890"	"Austria"	"5394"	"13179.462"	"2443.3559510567297"
"282"	"1890"	"Belgium"	"6096"	"20896.161999999997"	"3427.8480971128606"
"283"	"1890"	"Denmark"	"2294"	"5788.32"	"2523.2432432432433"
"284"	"1890"	"Finland"	"2364"	"3264.7790000000005"	"1381.0401861252117"
"285"	"1890"	"France"	"40014"	"95073.76199999999"	"2376.012445644024"
"286"	"1890"	"Germany"	"47607"	"115580.68400000001"	"2427.808599575693"
"287"	"1890"	"Italy"	"31702"	"52862.725253071214"	"1667.4886522323895"
"288"	"1890"	"Netherlands"	"4535"	"15070"	"3323.0429988974643"
"289"	"1890"	"Norway"	"1997"	"3413.8457559767003"	"1709.487108651327"
"290"	"1890"	"Portugal"	"5028"	"5671"	"1127.88385043755"
"291"	"1890"	"Spain"	"17757"	"28839"	"1624.09190741679"
"292"	"1890"	"Sweden"	"4780"	"8456"	"1769.0376569037658"
"293"	"1890"	"Switzerland"	"2951"	"9389"	"3181.6333446289395"
"294"	"1890"	"UK"	"37485"	"150269.442"	"4008.7886354541815"
"295"	"1891"	"Austria"	"5446"	"13648.482"	"2506.147998531032"
"296"	"1891"	"Belgium"	"6164"	"20928.509000000002"	"3395.280499675536"
"297"	"1891"	"Denmark"	"2311"	"5905.02"	"2555.179575941151"
"298"	"1891"	"Finland"	"2394"	"3232.8340000000003"	"1350.390142021721"
"299"	"1891"	"France"	"39983"	"97241.097"	"2432.0610509466524"
"300"	"1891"	"Germany"	"48129"	"115343.35200000001"	"2396.5457832076295"
"301"	"1891"	"Italy"	"31892"	"52648.48265405702"	"1650.8366566554942"
"302"	"1891"	"Netherlands"	"4585"	"14783"	"3224.209378407852"
"303"	"1891"	"Norway"	"2013"	"3446.8167780464"	"1712.278578264481"
"304"	"1891"	"Portugal"	"5068"	"5572"	"1099.44751381215"
"305"	"1891"	"Spain"	"17836"	"29495"	"1653.67795469836"
"306"	"1891"	"Sweden"	"4794"	"8802"	"1836.0450563204006"
"307"	"1891"	"Switzerland"	"2965"	"8856"	"2986.8465430016863"
"308"	"1891"	"UK"	"37802"	"150269.442"	"3975.1717369451358"
"309"	"1892"	"Austria"	"5504"	"13953.345"	"2535.1280886627906"
"310"	"1892"	"Belgium"	"6231"	"21446.061"	"3441.8329321136257"
"311"	"1892"	"Denmark"	"2327"	"6045.06"	"2597.791147400086"
"312"	"1892"	"Finland"	"2451"	"3136.9990000000003"	"1279.8853529171768"
"313"	"1892"	"France"	"39993"	"99697.41"	"2492.87150251294"
"314"	"1892"	"Germany"	"48633"	"120089.99200000001"	"2469.31079719532"
"315"	"1892"	"Italy"	"32091"	"49688.46077569536"	"1548.3612469444815"
"316"	"1892"	"Netherlands"	"4632"	"15006"	"3239.6373056994817"
"317"	"1892"	"Norway"	"2026"	"3512.6819666565"	"1733.8015630091315"
"318"	"1892"	"Portugal"	"5104"	"5548"	"1086.99059561129"
"319"	"1892"	"Spain"	"17916"	"31707"	"1769.75887474883"
"320"	"1892"	"Sweden"	"4805"	"8774"	"1826.0145681581685"
"321"	"1892"	"Switzerland"	"3002"	"9627"	"3206.8620919387076"
"322"	"1892"	"UK"	"38134"	"146675.55399999997"	"3846.3196622436662"
"323"	"1893"	"Austria"	"5563"	"14047.149"	"2525.1031817364733"
"324"	"1893"	"Belgium"	"6300"	"21769.531000000003"	"3455.4811111111117"
"325"	"1893"	"Denmark"	"2344"	"6161.76"	"2628.737201365188"
"326"	"1893"	"Finland"	"2430"	"3258.39"	"1340.9012345679012"
"327"	"1893"	"France"	"40014"	"101431.278"	"2534.8947368421054"
"328"	"1893"	"Germany"	"49123"	"126023.29200000002"	"2565.464079962543"
"329"	"1893"	"Italy"	"32303"	"51967.127522146955"	"1608.7399783966491"
"330"	"1893"	"Netherlands"	"4684"	"15157"	"3235.9094790777112"
"331"	"1893"	"Norway"	"2038"	"3605.9845792267"	"1769.374180189745"
"332"	"1893"	"Portugal"	"5141"	"5660"	"1100.95312196071"
"333"	"1893"	"Spain"	"17996"	"30597"	"1700.21115803512"
"334"	"1893"	"Sweden"	"4816"	"9030"	"1875"
"335"	"1893"	"Switzerland"	"3040"	"10014"	"3294.078947368421"
"336"	"1893"	"UK"	"38490"	"146675.55399999997"	"3810.7444531047017"
"337"	"1894"	"Austria"	"5622"	"14867.934"	"2644.598719316969"
"338"	"1894"	"Belgium"	"6370"	"22093.001"	"3468.289010989011"
"339"	"1894"	"Denmark"	"2367"	"6290.13"	"2657.4271229404308"
"340"	"1894"	"Finland"	"2511"	"3513.95"	"1399.4225408203902"
"341"	"1894"	"France"	"40056"	"105187.992"	"2626.0233672858"
"342"	"1894"	"Germany"	"49703"	"129108.608"	"2597.601915377341"
"343"	"1894"	"Italy"	"32513"	"51234.636914415474"	"1575.8200385819664"
"344"	"1894"	"Netherlands"	"4743"	"15524"	"3273.0339447607003"
"345"	"1894"	"Norway"	"2057"	"3627.9652606065"	"1763.7167042326203"
"346"	"1894"	"Portugal"	"5178"	"5587"	"1078.98802626497"
"347"	"1894"	"Spain"	"18076"	"30939"	"1711.60655012171"
"348"	"1894"	"Sweden"	"4849"	"9155"	"1888.0181480717672"
"349"	"1894"	"Switzerland"	"3077"	"9783"	"3179.395515112122"
"350"	"1894"	"UK"	"38859"	"156558.746"	"4028.8928176226877"
"351"	"1895"	"Austria"	"5680"	"15266.600999999999"	"2687.7818661971833"
"352"	"1895"	"Belgium"	"6439"	"22610.553000000004"	"3511.5006988662844"
"353"	"1895"	"Denmark"	"2397"	"6640.23"	"2770.2252816020027"
"354"	"1895"	"Finland"	"2483"	"3705.62"	"1492.3962948046717"
"355"	"1895"	"France"	"40098"	"103020.65699999999"	"2569.2218315127934"
"356"	"1895"	"Germany"	"50363"	"135279.24"	"2686.083831384151"
"357"	"1895"	"Italy"	"32689"	"52027.20406223171"	"1591.581390138325"
"358"	"1895"	"Netherlands"	"4803"	"16015"	"3334.37434936498"
"359"	"1895"	"Norway"	"2083"	"3671.8497678368003"	"1762.7699317507443"
"360"	"1895"	"Portugal"	"5215"	"5827"	"1117.35378715244"
"361"	"1895"	"Spain"	"18157"	"30668"	"1689.04554717189"
"362"	"1895"	"Sweden"	"4896"	"9611"	"1963.031045751634"
"363"	"1895"	"Switzerland"	"3114"	"10861"	"3487.7970456005137"
"364"	"1895"	"UK"	"39221"	"161500.342"	"4117.70077254532"
"365"	"1896"	"Austria"	"5739"	"15501.110999999999"	"2701.0125457396757"
"366"	"1896"	"Belgium"	"6494"	"23063.411"	"3551.4953803510934"
