"Country","start_year","end_year","Delta_Population","Delta_GDP","Delta_Per_Capita_GDP","pct_change_Population","pct_change_GDP","pct_change_Per_Capita_GDP"
"Mauritius",1875,1880,20.8338625,64.8439375,84.7103750000001,0.123451101458303,0.287445189555632,0.0694858013989176
"Mauritius",1880,1885,20.8338625,64.8439375,84.7103749999999,0.109885602762823,0.223267904441699,0.0649712238423624
"Mauritius",1885,1890,20.8338625,64.8439375,84.7103750000001,0.0990062421652163,0.182517585584491,0.0610074923977285
"Mauritius",1890,1895,20.8338625,64.8439375,84.7103749999999,0.0900870608070053,0.154346614214855,0.0574995867935484
"Mauritius",1895,1900,20.8338625,64.8439375,84.7103750000001,0.0826420788265414,0.133709071707059,0.054373152965377
"Mauritius",1900,1905,20.8338625,64.8439375,84.7103749999999,0.0763337029317352,0.117939491747852,0.0515691743596229
"Mauritius",1905,1910,20.8338625,64.8439374999999,84.7103750000001,0.0709201084420345,0.105497205008348,0.0490402111596959
"Mauritius",1910,1915,20.8338625,64.8439375,84.7103749999999,0.066223528611493,0.0954296442635977,0.0467476943571903
"Mauritius",1915,1920,20.8338625,64.8439375,84.7103750000001,0.0621103613214519,0.0871161783537,0.0446599449028624
"Mauritius",1920,1925,20.8338625,64.8439374999999,84.7103749999999,0.0584782557286944,0.0801351135125468,0.0427507009537108
"Mauritius",1925,1930,20.8338625,64.8439375,84.7103750000001,0.055247479494452,0.0741898976434082,0.0409980073996696
"Mauritius",1930,1935,20.8338625,64.8439375,84.7103750000001,0.0523549978256475,0.0690659052055585,0.0393833677953711
"Mauritius",1935,1940,20.8338625,64.8439374999999,84.7103749999997,0.0497503199336937,0.0646039733090903,0.0378910890972853
"Mauritius",1940,1945,20.8338625,64.8439375,84.7103750000001,0.0473925265741629,0.0606835733557174,0.0365077699339741
"Mauritius",1945,1950,20.8338625,64.8439375,84.7103750000001,0.0452481045756319,0.0572117593597975,0.0352218970208971
"Mauritius",1950,1955,90.399,280.3896,96.7649999999999,0.18783427182247,0.233999990986827,0.0388652074357397
"Mauritius",1955,1960,91.5600000000001,363.0686,190.351,0.160162611581177,0.24554295249716,0.073593363139101
"Mauritius",1960,1965,92.299,653.0441,525.118,0.139166110046454,0.35458681642939,0.189103938780104
"Mauritius",1965,1970,73.9829999999999,-51.5246000000002,-356.614,0.097922247752565,-0.0206532241626762,-0.107999623257832
"Mauritius",1970,1975,55.95,1071.2321,1023.69,0.0674493768015132,0.438450237818974,0.347557988292848
"Mauritius",1975,1980,78.24,693.7845,397.68,0.0883607521957489,0.197408788159533,0.10019478119428
"Mauritius",1980,1985,56.843,1077.2233,812.316,0.0589840624841107,0.255979500221055,0.186023057427848
"Mauritius",1985,1990,41.054,2366.5362,2028.937,0.0402275649065596,0.447744283103405,0.391757392502315
"Mauritius",1990,1995,61.5170000000001,2185,1550.674,0.0579475469999002,0.285546262415055,0.215132293248531
"Mauritius",1995,2000,62.817,2726,1834.68,0.0559310489130677,0.277117007217648,0.209470015787774
"Mauritius",2000,2005,56.8889999999999,3541,2364.262,0.0479698667377218,0.281859428480458,0.223183474623151
"Mexico",1870,1875,572,1411.5,84.28155,0.0620457750298297,0.227148374637914,0.125038888485848
"Mexico",1875,1880,608,1411.5,84.28155,0.0620978449596568,0.185102616221887,0.111141836753869
"Mexico",1880,1885,645,1411.5,84.2815499999999,0.0620251947302625,0.156191213898418,0.100024887082429
"Mexico",1885,1890,685,1411.5,84.28155,0.0620246287576965,0.135091161410729,0.0909296582804804
"Mexico",1890,1895,934,2477,121.0273,0.0796316821553415,0.20885328836425,0.119690488898541
"Mexico",1895,1900,944,4248,233.6449,0.0745478954434178,0.296296296296296,0.206364320954266
"Mexico",1900,1905,756,4822,263.8324,0.0555596384214007,0.259456550981975,0.193164783224051
"Mexico",1905,1910,637,1996,63.8598,0.0443500661421709,0.0852736360917674,0.0391856405592899
"Mexico",1910,1915,-50,867,63.6572999999999,-0.00333333333333333,0.0341298271857655,0.0375884548594349
"Mexico",1915,1920,-50,894,65.8966,-0.00334448160535117,0.0340312143129045,0.0375011111486711
"Mexico",1920,1925,954,3086,84.9486000000002,0.0640268456375839,0.11360624355765,0.0465960158131768
"Mexico",1925,1930,1321,-2463,-290.161,0.0833228207392456,-0.0814214876033058,-0.152073142443134
"Mexico",1930,1935,1606,3396,42.4733999999999,0.0935080058224163,0.122215424479073,0.0262525876538777
"Mexico",1935,1940,1612,6584,191.6108,0.0858314253767105,0.211140685629991,0.115403985742268
"Mexico",1940,1945,3331,12856,281.8717,0.163340361888883,0.340402997325708,0.152201911597395
"Mexico",1945,1950,4761.18,16745,231.1886,0.200690440060698,0.330778499891354,0.108344396769622
"Mexico",1950,1955,4444.73,22939,377.3808,0.156036577616852,0.340502909393184,0.159567746445029
"Mexico",1955,1960,5648.59,31416,412.8025,0.17153372116717,0.347880009301605,0.150525993636013
"Mexico",1960,1965,6563.9,45393,546.7717,0.170143992119963,0.372920483392621,0.173292104919031
"Mexico",1965,1970,7632.76,60854,617.6717,0.169081838803431,0.364142272433519,0.166849267430085
"Mexico",1970,1975,7902.88,85028,838.6942,0.149746206359204,0.372978900732553,0.194158086102426
"Mexico",1975,1980,7669.44,118985,1162.0539,0.126395644948321,0.380146199017246,0.225276708193849
"Mexico",1980,1985,8419.75,43522,-126.2794,0.123190350251392,0.100749335043277,-0.0199796718372356
"Mexico",1985,1990,8146.42,41187,-109.2039,0.106118457055178,0.0866173857267537,-0.0176302676474493
"Mexico",1990,1995,7966.70000000001,40727,-83.4371000000001,0.0938211936479001,0.0788225867634877,-0.0137121319839233
"Mexico",1995,2000,7046.26999999999,169515,1273.2045,0.0758639475411106,0.304106964419943,0.212148642757528
"Mexico",2000,2005,6276.28,70757,236.3312,0.0628088891628677,0.0973362093394999,0.0324868253278887
"Mongolia",1870,1875,6.62790697674404,18.849514375,13.16894375,0.00992201643225156,0.503893024764641,0.0586018521361577
"Mongolia",1875,1880,6.62790697674393,18.849514375,13.16894375,0.00982453721258882,0.33505908762593,0.055357783493298
"Mongolia",1880,1885,6.62790697674507,18.849514375,13.16894375,0.00972895473475927,0.250969481973827,0.0524540438883773
"Mongolia",1885,1890,6.62790697674393,18.849514375,13.16894375,0.0096352141722164,0.2006199876098,0.0498397475813589
"Mongolia",1890,1895,6.62790697674404,18.849514375,13.16894375,0.00954326279132045,0.167096991287972,0.0474736717638865
"Mongolia",1895,1900,6.62790697674404,18.849514375,13.16894375,0.00945304985239954,0.143173183150416,0.0453220668391059
"Mongolia",1900,1905,6.62790697674393,18.849514375,13.16894375,0.00936452651639577,0.125241901455256,0.0433570363401522
"Mongolia",1905,1910,6.62790697674404,18.849514375,13.16894375,0.00927764575669761,0.111302202036098,0.0415553207866773
"Mongolia",1910,1915,6.87160905091196,18.849514375,13.16894375,0.00953035702455213,0.100154757033841,0.0398973726669564
"Mongolia",1915,1920,7.23716216216201,18.849514375,13.16894375,0.00994259268954398,0.0910369712929038,0.0383666443589855
"Mongolia",1920,1925,7.23716216216201,18.849514375,13.16894375,0.00984471074050476,0.0834407757832649,0.0369490339153471
"Mongolia",1925,1930,7.23716216216201,18.849514375,13.16894375,0.00974873724226943,0.0770146164407946,0.0356324493363321
"Mongolia",1930,1935,7.23716216216201,18.849514375,13.16894375,0.00965461691875373,0.0715074942021719,0.0344064627939832
"Mongolia",1935,1940,7.23716216216303,18.849514375,13.16894375,0.00956229660814001,0.0667354121077941,0.0332620338634095
"Mongolia",1940,1945,7.23716216216201,18.849514375,13.16894375,0.00947172516274174,0.062560416904066,0.0321912862113412
"Mongolia",1945,1950,7.23716216216189,18.849514375,13.16894375,0.00938285335452521,0.0588770444567712,0.0311873260716039
"Mongolia",1950,1955,65.4910000000001,87,69.2898,0.0841186557147537,0.256637168141593,0.159132519716505
"Mongolia",1955,1960,110.606,133,80.8419000000001,0.131042620899809,0.312206572769953,0.160174380705979
"Mongolia",1960,1965,135.548,181,93.2207999999999,0.141986818233241,0.323792486583184,0.159201111699917
"Mongolia",1965,1970,157.4,242,108.3368,0.144377178499358,0.327027027027027,0.15960646724354
"Mongolia",1970,1975,198,337,125.3126,0.158704713049054,0.343177189409369,0.159205693019526
"Mongolia",1975,1980,216.78,439,145.096,0.149958494742668,0.332827899924185,0.159022577115746
"Mongolia",1980,1985,245.321,688,224.6517,0.147572155584162,0.391353811149033,0.212432598195079
"Mongolia",1985,1990,309.838,508,49.9357,0.162414340612077,0.207686017988553,0.0389461909778691
"Mongolia",1990,1995,229.503,-394,-285.9463,0.103494459398459,-0.133378469871361,-0.214657107576845
"Mongolia",1995,2000,216.715,261,12.8695,0.0885620271331674,0.101953125,0.0123016438196415
"Mongolia",2000,2005,202.237,179,-12.2732000000001,0.0759217150813682,0.0634526763559022,-0.0115890902103387
"Morocco",1870,1875,155.23255813953,174.88372093023,17.1166395348839,0.0411103173039009,0.0822595112559878,0.030400953155551
"Morocco",1875,1880,155.23255813954,174.88372093024,17.116639534883,0.0394869944333704,0.0760071964260479,0.0295040033323416
"Morocco",1880,1885,155.23255813953,174.88372093023,17.116639534884,0.0379870019007717,0.0706381859512658,0.0286584639174239
"Morocco",1885,1890,155.23255813954,174.88372093023,17.116639534884,0.0365967992192695,0.0659776448086463,0.0278600380230036
"Morocco",1890,1895,155.23255813953,174.88372093023,17.1166395348839,0.0353047580764581,0.0618940229468789,0.0271048946280563
"Morocco",1895,1900,155.23255813954,174.88372093024,17.116639534883,0.0341008363006607,0.0582864406516946,0.0263896071081136
"Morocco",1900,1905,155.23255813953,174.88372093023,17.116639534884,0.0329763163355027,0.0550762425112414,0.025711101247867
"Morocco",1905,1910,155.23255813954,174.88372093023,17.116639534884,0.0319235938075412,0.0522011967402011,0.0250666110726376
"Morocco",1910,1915,321.91704839723,643.74104336895,50.5472053425519,0.0641542447493646,0.182617958179055,0.0722141293322632
"Morocco",1915,1920,571.94378378379,1347.02702702703,100.693054054054,0.107110040134885,0.323120210572722,0.134166168542943
"Morocco",1920,1925,571.94378378378,1347.02702702703,100.693054054054,0.0967474200864744,0.244210773889439,0.118294983807624
"Morocco",1925,1930,571.94378378378,1347.02702702702,100.69305405405,0.0882130363970643,0.196277655694965,0.105781556316065
"Morocco",1930,1935,571.94378378379,1347.02702702703,100.69305405406,0.0810622860107686,0.164073661963485,0.0956622541874267
"Morocco",1935,1940,571.94378378378,1347.02702702698,100.69305405405,0.0749839181883733,0.140947834595562,0.0873099842782874
"Morocco",1940,1945,571.94378378379,1347.0270270271,100.69305405406,0.0697535255362164,0.123535739603325,0.080299073438794
"Morocco",1945,1950,571.94378378378,1347.027027027,100.69305405405,0.0652052308042181,0.109952656821519,0.0743304103586602
"Morocco",1950,1955,1438.293,2393,27.8029999999999,0.153937053213268,0.175981762023827,0.0191038459588113
"Morocco",1955,1960,1641.757,516,-154.4657,0.152272879256168,0.0322681508348446,-0.104146040722121
"Morocco",1960,1965,1642.72,3101,65.2858000000001,0.132227530648933,0.187859695886594,0.0491351425270455
"Morocco",1965,1970,1843.121,6105,222.2425,0.131032334780353,0.311352509179927,0.159429678020093
"Morocco",1970,1975,1778.101,6672,214.7399,0.111765055290075,0.259479640648699,0.132864937907856
"Morocco",1975,1980,1799.896,11893,441.1828,0.101761618003711,0.367237918789563,0.240956185499585
"Morocco",1980,1985,2398.629,7677,101.753,0.123086956450344,0.173381814896788,0.0447827007172988
"Morocco",1985,1990,2848.908,12127,216.8592,0.130170926022191,0.233413530940237,0.091351343085797
"Morocco",1990,1995,2767.646,3051.00999999999,-149.7793,0.111892758096495,0.0476110296183015,-0.0578128387637629
"Morocco",1995,2000,2681.629,12918.99,211.1436,0.0975050772740105,0.192438712341365,0.0864994285497981
"Morocco",2000,2005,2608.928,21733,451.7363,0.0864338967516789,0.271486034077849,0.170329865901555
"Mozambique",1870,1875,270.5775625,383.3762,38.5629437499999,0.140837643568974,0.403400814743458,0.074674575093244
"Mozambique",1875,1880,270.5775625,383.3762,38.56294375,0.123451083826775,0.287445190643701,0.069485755803579
"Mozambique",1880,1885,270.5775625,383.3762,38.5629437499999,0.109885588793299,0.223267905098145,0.0649711839793222
"Mozambique",1885,1890,270.5775625,383.3762,38.56294375,0.0990062308248997,0.182517586023179,0.0610074572502085
"Mozambique",1890,1895,270.5775625,383.3762,38.56294375,0.0900870514178857,0.154346614528574,0.0574995555717584
"Mozambique",1895,1900,270.5775625,383.3762,38.5629437499999,0.0826420709251696,0.133709071942492,0.0543731250465349
"Mozambique",1900,1905,270.5775625,383.3762,38.56294375,0.0763336961906052,0.117939491931026,0.0515691492460369
"Mozambique",1905,1910,270.5775625,383.3762,38.5629437499999,0.0709201026231622,0.105497205154912,0.0490401884488635
"Mozambique",1910,1915,270.5775625,383.3762,38.56294375,0.0662235235377943,0.0954296443835234,0.0467476737200847
"Mozambique",1915,1920,270.577562500001,383.376200000001,38.56294375,0.0621103568584389,0.0871161784536411,0.0446599260678994
"Mozambique",1920,1925,270.5775625,383.3762,38.5629437499999,0.0584782517723975,0.080135113597112,0.04275068369474
"Mozambique",1925,1930,270.5775625,383.3762,38.56294375,0.0552474759632302,0.074189897715891,0.0409979915268559
"Mozambique",1930,1935,270.577562500001,383.376200000001,38.5629437499999,0.0523549946545008,0.069065905268375,0.0393833531481873
"Mozambique",1935,1940,270.5775625,383.3762,38.5629437500002,0.0497503170702291,0.0646039733640526,0.0378910755390677
"Mozambique",1940,1945,270.5775625,383.3762,38.5629437499999,0.0473925239756805,0.0606835734042114,0.0365077573476459
"Mozambique",1945,1950,270.577562500001,383.376200000001,38.5629437499999,0.0452481022069822,0.0572117594029015,0.0352218853055831
"Mozambique",1950,1955,531.173,1452.2978,125.3766,0.0849816565001872,0.204999994565509,0.110617913706159
"Mozambique",1955,1960,690.614,1381.4541,68.5352,0.101836199513508,0.161825733723688,0.0544449978828993
"Mozambique",1960,1965,829.216,1296.4415,23.5857999999998,0.110973029470453,0.130714286952998,0.0177693270757689
"Mozambique",1965,1970,1002.929,5001.5721,391.9336,0.120813771480294,0.445988630632761,0.290123900932551
"Mozambique",1970,1975,1128.229,-1572.7323,-339.2315,0.121257902868274,-0.0969855832321976,-0.194641643614408
"Mozambique",1975,1980,1670.015,127.5188,-183.1461,0.160076525477244,0.0087082704606383,-0.130481246314441
"Mozambique",1980,1985,959.981,-2748.7393,-300.1218,0.0793201041857138,-0.186091125179328,-0.245905934907257
"Mozambique",1985,1990,-396.027,2082.8076,193.2087,-0.0303176243626843,0.173246902952576,0.209929090189603
"Mozambique",1990,1995,3098.18,2468,-62.2917,0.244594966610148,0.174973413683091,-0.0559391947041244
"Mozambique",1995,2000,2359.811,7679,286.8044,0.149689056339798,0.46334399324202,0.272817276488268
"Mozambique",2000,2005,2029.446,12756,498.1863,0.111972127991603,0.525977238990599,0.37231606691889
"Namibia",1870,1875,20.074525,54.19784375,73.4807500000001,0.140837686601196,0.403400937311828,0.0746745723887795
"Namibia",1875,1880,20.074525,54.19784375,73.4807499999999,0.123451116890065,0.287445252875868,0.0694857534618998
"Namibia",1880,1885,20.074525,54.19784375,73.4807499999999,0.109885614989464,0.223267942643603,0.0649711819320417
"Namibia",1885,1890,20.074525,54.1978437499999,73.4807499999999,0.099006252090678,0.182517611113963,0.0610074554451068
"Namibia",1890,1895,20.074525,54.19784375,73.4807500000002,0.0900870690247075,0.154346632471737,0.057499553968274
"Namibia",1895,1900,20.074525,54.19784375,73.4807499999999,0.0826420857421121,0.133709085408118,0.0543731236126827
"Namibia",1900,1905,20.074525,54.19784375,73.4807499999999,0.0763337088318194,0.117939502407696,0.0515691479562565
"Namibia",1905,1910,20.074525,54.1978437500001,73.4807499999999,0.0709201135349249,0.105497213537666,0.0490401872824835
"Namibia",1910,1915,20.0745250000001,54.1978437499999,73.4807500000002,0.0662235330521806,0.0954296512426904,0.0467476726602069
"Namibia",1915,1920,20.074525,54.1978437500001,73.4807499999999,0.0621103652276445,0.087116184169775,0.0446599251005757
"Namibia",1920,1925,20.074525,54.1978437499999,73.4807499999999,0.0584782591913904,0.0801351184338268,0.042750682808356
"Namibia",1925,1930,20.074525,54.1978437499999,73.4807499999999,0.0552474825851067,0.074189901861557,0.0409979907116619
"Namibia",1930,1935,20.074525,54.1978437500001,73.4807500000002,0.0523550006011513,0.0690659088611678,0.0393833523959392
"Namibia",1935,1940,20.074525,54.1978437499999,73.4807499999999,0.0497503224399027,0.0646039765076232,0.0378910748427463
"Namibia",1940,1945,20.074525,54.1978437500001,73.4807500000002,0.04739252884845,0.0606835761778321,0.036507756701239
"Namibia",1945,1950,20.074525,54.1978437499999,73.4807499999997,0.0452481066487608,0.057211761868233,0.0352218847039093
"Namibia",1950,1955,58.174,204.3096,150.739,0.125448268277378,0.203999968847284,0.0697961064126814
"Namibia",1955,1960,68.828,339.5145,305.538,0.131878912364941,0.281561440716972,0.132242114502667
"Namibia",1960,1965,80.25,887.3448,1009.585,0.135848634996301,0.574206135224833,0.385929643246781
"Namibia",1965,1970,93.702,107.1624,-304.126,0.139649259815107,0.044051048579334,-0.0838837070174128
"Namibia",1970,1975,150.642,511.7756,12.4840000000004,0.196999279439977,0.201498427603435,0.00375860959143949
"Namibia",1975,1980,142.696,934.4161,433.525,0.155896539480512,0.30620282369585,0.130034418890647
"Namibia",1980,1985,146.151,37.0560999999998,-426.485,0.138136199565037,0.00929646781337506,-0.113202564068534
"Namibia",1985,1990,266.397,595.9031,-200.004,0.221228362725591,0.148120493940874,-0.0598641410490683
"Namibia",1990,1995,210.909,1211,326.227,0.143419995933547,0.262177960597532,0.103862161930696
"Namibia",1995,2000,211.964,1101,193.341,0.126058146464004,0.18885077186964,0.0557630564019026
"Namibia",2000,2005,134.914,1280,387.577,0.0712533048279271,0.184677535709133,0.10588005176301
"Nepal",1870,1875,123.5,136.51162790698,16.505569767442,0.0262877820349085,0.0731965833281394,0.0415781094023035
"Nepal",1875,1880,123.5,136.51162790697,16.505569767442,0.0256144353416986,0.0682042642189009,0.0399183786861291
"Nepal",1880,1885,123.5,136.51162790698,16.505569767442,0.0249747219413549,0.0638494588568025,0.0383860690456913
"Nepal",1885,1890,123.5,136.51162790698,16.505569767441,0.0243661832889415,0.0600173815244635,0.0369670493374077
"Nepal",1890,1895,45.5,136.51162790697,16.505569767442,0.00876348228043143,0.0566192428261364,0.0356492034737563
"Nepal",1895,1900,45.5,136.51162790698,16.505569767442,0.0086873508353222,0.0535852845862446,0.034422083611113
"Nepal",1900,1905,136.92307692308,136.51162790698,16.5055697674421,0.0259176749807079,0.0508599402157443,0.0332766325820767
"Nepal",1905,1910,136.92307692307,136.51162790697,16.5055697674419,0.0252629188606127,0.0483984004617199,0.0322049599620972
"Nepal",1910,1915,263.28438669439,158.82589566311,7.60110402262706,0.0473801828240573,0.0537101452047796,0.0143682202707778
"Nepal",1915,1920,452.82635135135,192.2972972973,-5.75559459459396,0.0778034699045246,0.0617144740608392,-0.0107255818849893
"Nepal",1920,1925,452.826351351349,192.29729729729,-5.7555945945951,0.0721870657100561,0.0581271853860963,-0.0108418672196418
"Nepal",1925,1930,452.82635135136,192.2972972973,-5.75559459459498,0.0673269320426394,0.0549340251237278,-0.0109607016920206
"Nepal",1930,1935,452.82635135135,192.2972972973,-5.75559459459396,0.0630799523757808,0.0520734224278006,-0.0110821700520595
"Nepal",1935,1940,452.82635135135,192.2972972973,-5.75559459459498,0.0593369785920703,0.0494959964938893,-0.011206360848651
"Nepal",1940,1945,452.82635135135,192.29729729729,-5.75559459459402,0.0560133175667417,0.0471616820447536,-0.011333366644902
"Nepal",1945,1950,452.82635135135,192.2972972973,-5.75559459459498,0.0530422454290701,0.0450376315839454,-0.0114632842482439
"Nepal",1950,1955,489.317999999999,786,57.2974,0.0544296581224627,0.176154190945764,0.115441238247075
"Nepal",1955,1960,555.49,843,53.361,0.0586007327808062,0.16063262195122,0.0963836401590734
"Nepal",1960,1965,827.671,758,23.5317,0.0824807022575511,0.124445903792481,0.0387677075969497
"Nepal",1965,1970,1056.284,938,22.8203,0.0972422837912158,0.136954299897795,0.0361925953651248
"Nepal",1970,1975,1236.927,731,-5.86360000000002,0.103780553514408,0.0938744060613844,-0.00897474731163954
"Nepal",1975,1980,1509.64,1045,4.60520000000008,0.114752609249062,0.122681380605776,0.00711248999391037
"Nepal",1980,1985,1904.734,2583,80.9264999999999,0.129880816856452,0.270103523998745,0.124104048254992
"Nepal",1985,1990,2348.277,3463,92.0637,0.141718767416664,0.28511444096822,0.125596374631589
"Nepal",1990,1995,2958.413,4490,93.6652,0.156378738082411,0.287654558267666,0.113523104111245
"Nepal",1995,2000,2941.493,4582,75.732,0.134457992667896,0.22797154087268,0.0824301683183285
"Nepal",2000,2005,2275.707,3853,58.6800999999999,0.0916952270679835,0.156111988979377,0.0590062096186996
"Netherlands",1870,1875,178,956,122.833148563623,0.0493074792243767,0.0960610932475884,0.0445566384962498
"Netherlands",1875,1880,255,1405,165.890907172395,0.0673178458289335,0.128804547121379,0.0576086135285142
"Netherlands",1880,1885,233,2065,316.977547491686,0.0576304724214692,0.167708925525867,0.104080258629813
"Netherlands",1885,1890,259,692,-39.445307931348,0.0605706267539757,0.0481290861037696,-0.0117309873914622
"Netherlands",1890,1895,268,945,11.3313504675157,0.0590959206174201,0.0627073656270737,0.00340993194228159
"Netherlands",1895,1900,339,1589,89.1962457342033,0.070580886945659,0.0992194817358726,0.0267505194043945
"Netherlands",1900,1905,409,2349,170.916884634198,0.0795410346168806,0.133435582822086,0.0499235753686121
"Netherlands",1905,1910,371,2485,194.435181529705,0.0668348045397226,0.124542675286924,0.0540926022488546
"Netherlands",1910,1915,473,2666.73,136.758339518774,0.079871664978048,0.118848827881273,0.0360942546853632
"Netherlands",1915,1920,453,3793.16,294.221160433092,0.0708365910867866,0.151093439363817,0.0749478015087046
"Netherlands",1920,1925,518,8160.285,811.07462401448,0.075642523364486,0.282383419689119,0.192202234324069
"Netherlands",1925,1930,518,7112.175,571.553656170872,0.0703231061634537,0.191919191919192,0.113606895950884
"Netherlands",1930,1935,550,-2595.32,-673.07466715321,0.0697615423642821,-0.0587570621468926,-0.120137618919386
"Netherlands",1935,1940,445,1322.615,-98.0958238022258,0.0527626274602798,0.031812725090036,-0.0198999297883362
"Netherlands",1940,1945,383,-18017.51,-2145.10050324124,0.0431354882306566,-0.420011634671321,-0.44399517428705
"Netherlands",1945,1950,851.527,35761.865,3309.86831317117,0.0919377024400777,1.43736619596317,1.23214766787203
"Netherlands",1950,1955,637.315000000001,18117,1329.71704322291,0.0630160971538416,0.298753339269813,0.221762626875682
"Netherlands",1955,1960,735.157999999999,16421,960.764982228516,0.0683814346820462,0.208496806714153,0.131147329487063
"Netherlands",1960,1965,806,25255,1511.22620506216,0.070172383771548,0.265339357007775,0.182369659501407
"Netherlands",1965,1970,740.334999999999,35520,2168.9374230854,0.0602290107386918,0.294930875576037,0.221369027314035
"Netherlands",1970,1975,621.103000000001,26641,1406.85453233542,0.0476586122133908,0.170824917444135,0.117563396887971
"Netherlands",1975,1980,490.463,25383,1330.872601312,0.0359223076268409,0.139011807487568,0.0995147021178561
"Netherlands",1980,1985,347.478999999999,13491,578.377963604098,0.0245674089489172,0.0648671260079143,0.0393333973997277
"Netherlands",1985,1990,460.130000000001,36624,1979.19067108472,0.0317519794526126,0.165367769901115,0.129503788807259
"Netherlands",1990,1995,507.544,28048.8380269916,1247.65580002018,0.0339460027783147,0.108676831026648,0.0722773027290824
"Netherlands",1995,2000,448.798999999999,66398.1619730084,3651.71943131883,0.0290314659616299,0.232045514159418,0.197286530988702
"Netherlands",2000,2005,499.638000000003,23659,767.106941338759,0.0314082610645197,0.0671099248030726,0.0346144830192704
"New.Zealand",1870,1875,115,595.279,588.223,0.395189003436426,0.659954545454545,0.189770413232952
"New.Zealand",1875,1880,114,450.918,58.654,0.280788177339901,0.301158301158301,0.0159045348288271
"New.Zealand",1880,1885,94,254.364,-159.3,0.180769230769231,0.130563798219585,-0.0425193105198859
"New.Zealand",1885,1890,51,294.831,168.244,0.0830618892508143,0.133858267716535,0.0469007728240679
"New.Zealand",1890,1895,70,179.211,-113.84,0.105263157894737,0.0717592592592594,-0.0303130600986239
"New.Zealand",1895,1900,72,791.997,656.503999999999,0.0979591836734694,0.295896328293736,0.180277166559984
"New.Zealand",1900,1905,112,988.551,551.860000000001,0.138785625774473,0.285,0.128395043345484
"New.Zealand",1905,1910,126,1098.39,466.306,0.137105549510337,0.246433203631647,0.096145547186485
"New.Zealand",1910,1915,107,404.67,-142.513,0.102392344497608,0.072840790842872,-0.0268067664263933
"New.Zealand",1915,1920,89,1040.58,467.456,0.0772569444444444,0.17458777885548,0.090350717481214
"New.Zealand",1920,1925,141,312.174,-349.669,0.11361804995971,0.0445912469033856,-0.0619843119875914
"New.Zealand",1925,1930,111,92.4960000000001,-331.46,0.0803183791606368,0.0126482213438735,-0.0626391242995241
"New.Zealand",1930,1935,69,341.079,-0.748000000000502,0.0462156731413262,0.0460577673692427,-0.00015080277275504
"New.Zealand",1935,1940,74,2560.983,1341.069,0.0473751600512164,0.330597014925373,0.270410997519243
"New.Zealand",1940,1945,52,1387.44,627.854,0.0317848410757946,0.134604598990466,0.0996523735953764
"New.Zealand",1945,1950,220.31,4441.037,1527.353,0.130515402843602,0.37973929460059,0.220451464544817
"New.Zealand",1950,1955,227.858,2503,269.788,0.119403032002138,0.155118988596926,0.0319062439796165
"New.Zealand",1955,1960,235.578,3810,739.742,0.110280652083544,0.204410107838403,0.0847799370965603
"New.Zealand",1960,1965,268.654,6275,1413.476,0.113272669164405,0.279522473161388,0.149334312642159
"New.Zealand",1965,1970,187.65,2920,310.679999999998,0.0710687774579609,0.10165715081465,0.0285586775203367
"New.Zealand",1970,1975,289.75,7293,1299.279,0.102455755732749,0.230470231323474,0.116117624505835
"New.Zealand",1975,1980,52.3499999999999,204,-141.879999999999,0.0167906857399448,0.00523923260651822,-0.0113607482783918
"New.Zealand",1980,1985,153.85,6279,1317.526,0.048530826617037,0.160420019927953,0.10671048716203
"New.Zealand",1985,1990,90,1309,23.2029999999995,0.0270758122743682,0.028819903126376,0.00169807951546586
"New.Zealand",1990,1995,228,7684.491,1253.089,0.0667838312829526,0.164448008731195,0.0915501287565124
"New.Zealand",1995,2000,160,7352.509,1305.108,0.0439319055464031,0.135122905457398,0.0873533989908807
"New.Zealand",2000,2005,246,12034,1985.565,0.0647027880063125,0.194832108279636,0.1222212578621
"Nicaragua",1870,1875,23.5,71.28429,88.98729,0.0697329376854599,0.741331529341047,0.237813370547979
"Nicaragua",1875,1880,23.5,71.28429,88.98729,0.0651872399445215,0.425726817007432,0.192123769387544
"Nicaragua",1880,1885,23.5,71.28429,88.98729,0.0611979166666667,0.298603359303448,0.161160924998793
"Nicaragua",1885,1890,23.5,71.28429,88.98729,0.0576687116564417,0.229941927351562,0.138792928291968
"Nicaragua",1890,1895,23.5,71.28429,88.9872899999999,0.0545243619489559,0.186953483118261,0.121877230569159
"Nicaragua",1895,1900,23.5,71.28429,88.98729,0.0517051705170517,0.157507000718439,0.108636869746726
"Nicaragua",1900,1905,36,71.2842899999999,88.98729,0.0753138075313808,0.136074339611491,0.0979913916912618
"Nicaragua",1905,1910,39,71.2842900000001,88.9872899999999,0.075875486381323,0.119775911546444,0.0892460473121955
"Nicaragua",1910,1915,42,71.2842899999999,88.98729,0.0759493670886076,0.106964179450002,0.0819337811988555
"Nicaragua",1915,1920,45,71.2842900000001,88.98729,0.0756302521008403,0.0966284017457078,0.0757290165282272
"Nicaragua",1920,1925,20,154,195.0284,0.03125,0.19035846724351,0.154286991347342
"Nicaragua",1925,1930,20,-1,-44.385,0.0303030303030303,-0.00103842159916926,-0.0304196263577547
"Nicaragua",1930,1935,50,-22,-127.0347,0.0735294117647059,-0.0228690228690229,-0.0897958367177234
