"Country","start_year","end_year","Delta_Population","Delta_GDP","Delta_Per_Capita_GDP","pct_change_Population","pct_change_GDP","pct_change_Per_Capita_GDP"
"Equatorial.Guinea",1905,1910,9.14288249999998,6.16918999999999,18.3646125,0.0709201075264416,0.10549719386791,0.0490401732344288
"Equatorial.Guinea",1910,1915,9.14288250000001,6.16919,18.3646125,0.0662235278131528,0.0954296351479617,0.0467476598948799
"Equatorial.Guinea",1915,1920,9.14288249999998,6.16919,18.3646125,0.0621103606192019,0.087116170757122,0.0446599134499851
"Equatorial.Guinea",1920,1925,9.14288250000001,6.16919,18.3646125,0.0584782551061758,0.0801351070846917,0.042750672132614
"Equatorial.Guinea",1925,1930,9.14288250000001,6.16919,18.3646125,0.0552474789388185,0.074189892133937,0.0409979808933435
"Equatorial.Guinea",1930,1935,9.14288249999998,6.16919,18.3646125,0.0523549973266712,0.0690659004308397,0.0393833433357483
"Equatorial.Guinea",1935,1940,9.14288250000001,6.16919,18.3646125,0.049750319483131,0.0646039691313751,0.0378910664561483
"Equatorial.Guinea",1940,1945,9.14288249999998,6.16919,18.3646125,0.0473925261652948,0.0606835696696551,0.0365077489158148
"Equatorial.Guinea",1945,1950,9.14288250000001,6.16919,18.3646125,0.0452481042029277,0.0572117560834422,0.0352218774572615
"Equatorial.Guinea",1950,1955,14.695,26,79.9834999999999,0.0695772807333194,0.228070175438596,0.14818276556819
"Equatorial.Guinea",1955,1960,17.968,42,126.5624,0.0795399714031492,0.3,0.204216566141613
"Equatorial.Guinea",1960,1965,8.96600000000001,143,539.1251,0.0367659420913859,0.785714285714286,0.722389162442765
"Equatorial.Guinea",1965,1970,17.602,29,23.5686999999998,0.0696190766237002,0.0892307692307692,0.0183352153184119
"Equatorial.Guinea",1970,1975,-57.143,-78,-15.0014999999999,-0.211300312459556,-0.220338983050847,-0.0114602557581644
"Equatorial.Guinea",1975,1980,42.717,102,182.5099,0.200274740731017,0.369565217391304,0.141043123083318
"Equatorial.Guinea",1980,1985,69.185,77,-77.3458000000001,0.27024440547012,0.203703703703704,-0.0523841820031634
"Equatorial.Guinea",1985,1990,45.906,121,152.9775,0.141164966143287,0.265934065934066,0.109334868916085
"Equatorial.Guinea",1990,1995,55.131,276,446.7738,0.14856103476152,0.479166666666667,0.287843324674548
"Equatorial.Guinea",1995,2000,65.252,2921,5677.8499,0.153090694951798,3.42840375586854,2.84046433964887
"Equatorial.Guinea",2000,2005,75.749,6157,9829.2985,0.154123336921114,1.63185793798039,1.28039574216539
"Eritrea.and.Ethiopia",1870,1875,934.0573125,455.473875,13.27170625,0.140837678326276,0.403400873273491,0.07467455056145
"Eritrea.and.Ethiopia",1875,1880,934.057312500001,455.473875,13.27170625,0.12345111053213,0.287445220361408,0.0694857345625587
"Eritrea.and.Ethiopia",1880,1885,934.057312499999,455.473875,13.27170625,0.109885609952049,0.223267923027216,0.0649711654087465
"Eritrea.and.Ethiopia",1885,1890,934.057312499999,455.473875,13.27170625,0.0990062480013561,0.182517598004774,0.0610074408764015
"Eritrea.and.Ethiopia",1890,1895,934.057312500001,455.473875,13.27170625,0.0900870656389882,0.154346623096967,0.0574995410267895
"Eritrea.and.Ethiopia",1895,1900,934.057312499999,455.473875,13.27170625,0.0826420828928749,0.133709078372729,0.0543731120402752
"Eritrea.and.Ethiopia",1900,1905,934.057312500001,455.473875,13.27170625,0.076333706400966,0.117939496933947,0.0515691375466321
"Eritrea.and.Ethiopia",1905,1910,934.057312499999,455.473875000001,13.27170625,0.0709201114366378,0.105497209157926,0.0490401778688044
"Eritrea.and.Ethiopia",1910,1915,934.057312500001,455.473875,13.27170625,0.0662235312226032,0.0954296476589795,0.0467476641060904
"Eritrea.and.Ethiopia",1915,1920,934.057312499999,455.473875,13.27170625,0.0621103636182807,0.0871161811832648,0.0446599172934506
"Eritrea.and.Ethiopia",1920,1925,934.057312499999,455.473875000001,13.27170625,0.0584782577647486,0.0801351159067873,0.0427506756544821
"Eritrea.and.Ethiopia",1925,1930,934.057312500001,455.473875,13.27170625,0.0552474813117472,0.0741898996955698,0.0409979841323525
"Eritrea.and.Ethiopia",1930,1935,934.057312500001,455.473875000001,13.27170625,0.052354999457635,0.0690659069840404,0.0393833463246553
"Eritrea.and.Ethiopia",1935,1940,934.057312500001,455.473875,13.27170625,0.0497503214073367,0.064603974865201,0.0378910692228405
"Eritrea.and.Ethiopia",1940,1945,934.057312499997,455.473875,13.27170625,0.0473925279114364,0.0606835747286977,0.0365077514841832
"Eritrea.and.Ethiopia",1945,1950,934.057312500001,455.473875,13.27170625,0.0452481057946252,0.0572117605801705,0.0352218798478905
"Eritrea.and.Ethiopia",1950,1955,1911.935,1498.166,32.0307,0.0886095666733652,0.177999913742578,0.0821142930095936
"Eritrea.and.Ethiopia",1955,1960,2294.363,1430.834,17.9329,0.0976781606817179,0.144312465979003,0.0424844227257986
"Eritrea.and.Ethiopia",1960,1965,2703.339,4242,107.1527,0.104848163758267,0.373887229371354,0.243507722738617
"Eritrea.and.Ethiopia",1965,1970,3142.255,3223.583,47.5567,0.11030600270463,0.206803429916741,0.0869106193103723
"Eritrea.and.Ethiopia",1970,1975,3767.941,2769.083,14.9195999999999,0.119129447300266,0.147203561698452,0.0250855993365924
"Eritrea.and.Ethiopia",1975,1980,3208.293,3442.417,38.5033,0.0906376701578852,0.159516398565305,0.0631546194382771
"Eritrea.and.Ethiopia",1980,1985,6563.419,-109.417000000001,-96.6075999999999,0.170013867044536,-0.00437270084223362,-0.149046585736315
"Eritrea.and.Ethiopia",1985,1990,6366.71,4679.667,22.6646,0.140954282483345,0.187837853730771,0.0410915962621851
"Eritrea.and.Ethiopia",1990,1995,7579.646,3153.736,-20.2776,0.147076703326245,0.106570337579833,-0.0353128333282541
"Eritrea.and.Ethiopia",1995,2000,9247.302,9027.394,57.12,0.156429099612377,0.275673093037425,0.103114018072754
"Eritrea.and.Ethiopia",2000,2005,11687.58,14074.87,86.6078,0.170965346018692,0.336927902508083,0.14173141239652
"Finland",1870,1875,145,301.04,71.5041043626754,0.0826681870011402,0.150595297648824,0.0627404697609468
"Finland",1875,1880,148,63.8899999999999,-56.3582586469161,0.0779357556608741,0.0277777777777777,-0.0465315095261359
"Finland",1880,1885,148,338.617,76.4021261182261,0.0723009281875916,0.143243243243243,0.0661589607831064
"Finland",1885,1890,169,562.232000000001,149.811484530679,0.0769931662870159,0.208037825059102,0.121676406939395
"Finland",1890,1895,119,440.840999999999,111.35610867946,0.0503384094754653,0.135029354207436,0.0806320553146916
"Finland",1895,1900,163,709.179,176.084052889962,0.0656463954893274,0.191379310344828,0.117987463184508
"Finland",1900,1905,116,396.117999999999,73.3433307992111,0.0438397581254724,0.0897250361794499,0.0439581628279595
"Finland",1905,1910,167,773.069000000001,164.624255954773,0.0604634322954381,0.160690571049137,0.0945125835567487
